pos,generation,rank,score
"[(3.0, 517.0), (45.0, 549.0), (276.0, 666.0), (189.0, 739.0), (684.0, 273.0), (98.0, 711.0), (213.0, 639.0), (345.0, 560.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (897.0, 324.0), (330.0, 410.0), (602.0, 68.0), (508.0, 31.0), (761.0, 772.0), (2.0, 897.0), (371.0, 429.0), (101.0, 482.0), (549.0, 329.0), (774.0, 130.0), (328.0, 489.0), (278.0, 434.0), (220.0, 307.0), (862.0, 361.0), (708.0, 99.0), (901.0, 639.0), (758.0, 405.0), (704.0, 995.0), (964.0, 726.0), (573.0, 903.0), (436.0, 619.0), (437.0, 601.0), (724.0, 631.0), (730.0, 742.0), (643.0, 404.0), (116.0, 69.0), (628.0, 311.0), (796.0, 310.0), (444.0, 428.0), (501.0, 287.0), (929.0, 389.0), (528.0, 794.0), (951.0, 209.0), (273.0, 105.0), (908.0, 534.0), (938.0, 646.0), (875.0, 407.0), (493.0, 970.0), (494.0, 898.0)]",33,28,19952.917230207408
"[(278.0, 434.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (493.0, 970.0), (573.0, 903.0), (328.0, 489.0), (437.0, 601.0), (330.0, 410.0), (494.0, 898.0), (116.0, 69.0), (908.0, 534.0), (761.0, 772.0), (436.0, 619.0), (444.0, 428.0), (938.0, 646.0), (724.0, 631.0), (875.0, 407.0), (901.0, 639.0), (501.0, 287.0), (371.0, 429.0), (704.0, 995.0), (921.0, 964.0), (951.0, 209.0), (2.0, 897.0), (837.0, 787.0), (276.0, 666.0), (549.0, 329.0), (508.0, 31.0), (758.0, 405.0), (898.0, 898.0), (220.0, 307.0), (101.0, 482.0), (273.0, 105.0), (774.0, 130.0), (897.0, 324.0), (708.0, 99.0), (602.0, 68.0), (628.0, 311.0), (796.0, 310.0), (964.0, 726.0), (684.0, 273.0), (730.0, 742.0), (643.0, 404.0), (862.0, 361.0), (929.0, 389.0), (528.0, 794.0)]",35,29,19968.049127834263
"[(508.0, 31.0), (628.0, 311.0), (929.0, 389.0), (897.0, 324.0), (276.0, 666.0), (549.0, 329.0), (875.0, 407.0), (862.0, 361.0), (724.0, 631.0), (898.0, 898.0), (908.0, 534.0), (602.0, 68.0), (3.0, 517.0), (951.0, 209.0), (643.0, 404.0), (708.0, 99.0), (684.0, 273.0), (273.0, 105.0), (116.0, 69.0), (730.0, 742.0), (437.0, 601.0), (328.0, 489.0), (774.0, 130.0), (220.0, 307.0), (98.0, 711.0), (189.0, 739.0), (213.0, 639.0), (938.0, 646.0), (758.0, 405.0), (501.0, 287.0), (494.0, 898.0), (493.0, 970.0), (837.0, 787.0), (371.0, 429.0), (330.0, 410.0), (278.0, 434.0), (2.0, 897.0), (761.0, 772.0), (921.0, 964.0), (704.0, 995.0), (45.0, 549.0), (101.0, 482.0), (573.0, 903.0), (436.0, 619.0), (528.0, 794.0), (964.0, 726.0), (345.0, 560.0), (796.0, 310.0), (901.0, 639.0), (444.0, 428.0)]",34,30,20010.505621807217
"[(704.0, 995.0), (494.0, 898.0), (101.0, 482.0), (758.0, 405.0), (684.0, 273.0), (602.0, 68.0), (730.0, 742.0), (901.0, 639.0), (796.0, 310.0), (501.0, 287.0), (761.0, 772.0), (921.0, 964.0), (278.0, 434.0), (345.0, 560.0), (213.0, 639.0), (189.0, 739.0), (493.0, 970.0), (573.0, 903.0), (328.0, 489.0), (437.0, 601.0), (116.0, 69.0), (371.0, 429.0), (549.0, 329.0), (273.0, 105.0), (908.0, 534.0), (938.0, 646.0), (964.0, 726.0), (898.0, 898.0), (724.0, 631.0), (628.0, 311.0), (875.0, 407.0), (220.0, 307.0), (528.0, 794.0), (897.0, 324.0), (862.0, 361.0), (951.0, 209.0), (708.0, 99.0), (2.0, 897.0), (508.0, 31.0), (774.0, 130.0), (444.0, 428.0), (643.0, 404.0), (3.0, 517.0), (98.0, 711.0), (276.0, 666.0), (436.0, 619.0), (837.0, 787.0), (330.0, 410.0), (45.0, 549.0), (929.0, 389.0)]",19,31,20015.41608527677
"[(875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (951.0, 209.0), (330.0, 410.0), (278.0, 434.0), (345.0, 560.0), (213.0, 639.0), (189.0, 739.0), (493.0, 970.0), (573.0, 903.0), (796.0, 310.0), (862.0, 361.0), (708.0, 99.0), (2.0, 897.0), (508.0, 31.0), (774.0, 130.0), (444.0, 428.0), (643.0, 404.0), (3.0, 517.0), (98.0, 711.0), (276.0, 666.0), (436.0, 619.0), (901.0, 639.0), (371.0, 429.0), (273.0, 105.0), (921.0, 964.0), (761.0, 772.0), (837.0, 787.0), (704.0, 995.0), (938.0, 646.0), (964.0, 726.0), (628.0, 311.0), (101.0, 482.0), (116.0, 69.0), (730.0, 742.0), (929.0, 389.0), (684.0, 273.0), (724.0, 631.0), (220.0, 307.0), (328.0, 489.0), (898.0, 898.0), (758.0, 405.0), (494.0, 898.0), (437.0, 601.0), (549.0, 329.0), (501.0, 287.0), (602.0, 68.0), (528.0, 794.0), (45.0, 549.0)]",23,32,20032.38524906828
"[(189.0, 739.0), (345.0, 560.0), (796.0, 310.0), (862.0, 361.0), (897.0, 324.0), (436.0, 619.0), (437.0, 601.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (774.0, 130.0), (758.0, 405.0), (220.0, 307.0), (45.0, 549.0), (2.0, 897.0), (101.0, 482.0), (98.0, 711.0), (501.0, 287.0), (938.0, 646.0), (628.0, 311.0), (508.0, 31.0), (684.0, 273.0), (929.0, 389.0), (273.0, 105.0), (371.0, 429.0), (116.0, 69.0), (730.0, 742.0), (549.0, 329.0), (951.0, 209.0), (875.0, 407.0), (444.0, 428.0), (908.0, 534.0), (573.0, 903.0), (330.0, 410.0), (278.0, 434.0), (3.0, 517.0), (276.0, 666.0), (708.0, 99.0), (643.0, 404.0), (901.0, 639.0), (213.0, 639.0), (602.0, 68.0), (724.0, 631.0), (964.0, 726.0), (493.0, 970.0), (761.0, 772.0), (528.0, 794.0), (494.0, 898.0)]",33,33,20042.560096695906
"[(684.0, 273.0), (724.0, 631.0), (761.0, 772.0), (494.0, 898.0), (528.0, 794.0), (643.0, 404.0), (901.0, 639.0), (964.0, 726.0), (938.0, 646.0), (278.0, 434.0), (493.0, 970.0), (875.0, 407.0), (897.0, 324.0), (436.0, 619.0), (437.0, 601.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (276.0, 666.0), (2.0, 897.0), (444.0, 428.0), (708.0, 99.0), (273.0, 105.0), (549.0, 329.0), (220.0, 307.0), (189.0, 739.0), (98.0, 711.0), (45.0, 549.0), (101.0, 482.0), (602.0, 68.0), (508.0, 31.0), (951.0, 209.0), (213.0, 639.0), (758.0, 405.0), (730.0, 742.0), (330.0, 410.0), (796.0, 310.0), (501.0, 287.0), (345.0, 560.0), (862.0, 361.0), (908.0, 534.0), (929.0, 389.0), (371.0, 429.0), (774.0, 130.0), (573.0, 903.0), (3.0, 517.0), (628.0, 311.0), (116.0, 69.0)]",23,34,20094.376335462635
"[(684.0, 273.0), (724.0, 631.0), (761.0, 772.0), (494.0, 898.0), (528.0, 794.0), (549.0, 329.0), (273.0, 105.0), (437.0, 601.0), (276.0, 666.0), (328.0, 489.0), (643.0, 404.0), (901.0, 639.0), (875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (951.0, 209.0), (330.0, 410.0), (278.0, 434.0), (345.0, 560.0), (213.0, 639.0), (189.0, 739.0), (493.0, 970.0), (573.0, 903.0), (796.0, 310.0), (774.0, 130.0), (758.0, 405.0), (220.0, 307.0), (45.0, 549.0), (2.0, 897.0), (101.0, 482.0), (98.0, 711.0), (921.0, 964.0), (501.0, 287.0), (938.0, 646.0), (628.0, 311.0), (508.0, 31.0), (704.0, 995.0), (602.0, 68.0), (444.0, 428.0), (436.0, 619.0), (837.0, 787.0), (898.0, 898.0), (929.0, 389.0), (371.0, 429.0), (964.0, 726.0), (708.0, 99.0), (116.0, 69.0), (3.0, 517.0), (862.0, 361.0), (730.0, 742.0)]",18,35,20095.827994870233
"[(730.0, 742.0), (278.0, 434.0), (875.0, 407.0), (897.0, 324.0), (929.0, 389.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (862.0, 361.0), (643.0, 404.0), (602.0, 68.0), (528.0, 794.0), (724.0, 631.0), (2.0, 897.0), (437.0, 601.0), (436.0, 619.0), (758.0, 405.0), (549.0, 329.0), (761.0, 772.0), (796.0, 310.0), (628.0, 311.0), (3.0, 517.0), (45.0, 549.0), (189.0, 739.0), (213.0, 639.0), (330.0, 410.0), (101.0, 482.0), (276.0, 666.0), (371.0, 429.0), (493.0, 970.0), (684.0, 273.0), (508.0, 31.0), (501.0, 287.0), (964.0, 726.0), (273.0, 105.0), (774.0, 130.0), (708.0, 99.0), (494.0, 898.0), (573.0, 903.0), (345.0, 560.0), (220.0, 307.0), (116.0, 69.0), (951.0, 209.0), (98.0, 711.0), (444.0, 428.0), (938.0, 646.0), (908.0, 534.0), (901.0, 639.0)]",46,36,20099.52387235649
"[(908.0, 534.0), (901.0, 639.0), (549.0, 329.0), (45.0, 549.0), (101.0, 482.0), (508.0, 31.0), (220.0, 307.0), (528.0, 794.0), (493.0, 970.0), (730.0, 742.0), (278.0, 434.0), (875.0, 407.0), (897.0, 324.0), (929.0, 389.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (276.0, 666.0), (436.0, 619.0), (2.0, 897.0), (444.0, 428.0), (501.0, 287.0), (189.0, 739.0), (494.0, 898.0), (708.0, 99.0), (602.0, 68.0), (643.0, 404.0), (964.0, 726.0), (758.0, 405.0), (684.0, 273.0), (213.0, 639.0), (3.0, 517.0), (98.0, 711.0), (951.0, 209.0), (774.0, 130.0), (628.0, 311.0), (345.0, 560.0), (938.0, 646.0), (573.0, 903.0), (761.0, 772.0), (371.0, 429.0), (724.0, 631.0), (330.0, 410.0), (862.0, 361.0), (796.0, 310.0), (437.0, 601.0), (273.0, 105.0), (116.0, 69.0)]",12,37,20105.768727963477
"[(437.0, 601.0), (436.0, 619.0), (758.0, 405.0), (549.0, 329.0), (761.0, 772.0), (796.0, 310.0), (628.0, 311.0), (3.0, 517.0), (45.0, 549.0), (276.0, 666.0), (189.0, 739.0), (684.0, 273.0), (98.0, 711.0), (213.0, 639.0), (345.0, 560.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (897.0, 324.0), (774.0, 130.0), (273.0, 105.0), (528.0, 794.0), (371.0, 429.0), (101.0, 482.0), (116.0, 69.0), (951.0, 209.0), (220.0, 307.0), (444.0, 428.0), (494.0, 898.0), (643.0, 404.0), (875.0, 407.0), (501.0, 287.0), (602.0, 68.0), (508.0, 31.0), (724.0, 631.0), (704.0, 995.0), (330.0, 410.0), (708.0, 99.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (964.0, 726.0), (278.0, 434.0), (573.0, 903.0), (493.0, 970.0), (730.0, 742.0), (2.0, 897.0), (328.0, 489.0), (929.0, 389.0), (901.0, 639.0)]",32,38,20117.87333904441
"[(493.0, 970.0), (875.0, 407.0), (897.0, 324.0), (436.0, 619.0), (437.0, 601.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (276.0, 666.0), (2.0, 897.0), (345.0, 560.0), (213.0, 639.0), (444.0, 428.0), (98.0, 711.0), (116.0, 69.0), (501.0, 287.0), (602.0, 68.0), (528.0, 794.0), (724.0, 631.0), (189.0, 739.0), (3.0, 517.0), (220.0, 307.0), (761.0, 772.0), (938.0, 646.0), (901.0, 639.0), (330.0, 410.0), (371.0, 429.0), (796.0, 310.0), (278.0, 434.0), (494.0, 898.0), (951.0, 209.0), (573.0, 903.0), (964.0, 726.0), (929.0, 389.0), (758.0, 405.0), (101.0, 482.0), (273.0, 105.0), (708.0, 99.0), (862.0, 361.0), (908.0, 534.0), (730.0, 742.0), (549.0, 329.0), (684.0, 273.0), (45.0, 549.0), (643.0, 404.0), (774.0, 130.0), (508.0, 31.0), (628.0, 311.0)]",29,39,20131.358053700016
"[(929.0, 389.0), (328.0, 489.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (684.0, 273.0), (724.0, 631.0), (761.0, 772.0), (494.0, 898.0), (528.0, 794.0), (643.0, 404.0), (901.0, 639.0), (964.0, 726.0), (938.0, 646.0), (278.0, 434.0), (493.0, 970.0), (875.0, 407.0), (708.0, 99.0), (220.0, 307.0), (101.0, 482.0), (444.0, 428.0), (796.0, 310.0), (330.0, 410.0), (501.0, 287.0), (908.0, 534.0), (116.0, 69.0), (897.0, 324.0), (436.0, 619.0), (273.0, 105.0), (371.0, 429.0), (276.0, 666.0), (602.0, 68.0), (573.0, 903.0), (730.0, 742.0), (2.0, 897.0), (437.0, 601.0), (951.0, 209.0), (508.0, 31.0), (774.0, 130.0), (862.0, 361.0), (758.0, 405.0), (628.0, 311.0), (549.0, 329.0)]",27,40,20132.361791977983
"[(494.0, 898.0), (101.0, 482.0), (273.0, 105.0), (774.0, 130.0), (220.0, 307.0), (508.0, 31.0), (708.0, 99.0), (573.0, 903.0), (901.0, 639.0), (328.0, 489.0), (938.0, 646.0), (730.0, 742.0), (549.0, 329.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (796.0, 310.0), (898.0, 898.0), (921.0, 964.0), (837.0, 787.0), (643.0, 404.0), (897.0, 324.0), (628.0, 311.0), (761.0, 772.0), (862.0, 361.0), (875.0, 407.0), (684.0, 273.0), (908.0, 534.0), (436.0, 619.0), (371.0, 429.0), (929.0, 389.0), (602.0, 68.0), (330.0, 410.0), (758.0, 405.0), (951.0, 209.0), (444.0, 428.0), (501.0, 287.0), (116.0, 69.0), (437.0, 601.0), (528.0, 794.0), (704.0, 995.0), (493.0, 970.0), (276.0, 666.0), (2.0, 897.0), (724.0, 631.0), (278.0, 434.0), (964.0, 726.0)]",23,41,20157.241149472724
"[(276.0, 666.0), (2.0, 897.0), (444.0, 428.0), (708.0, 99.0), (273.0, 105.0), (549.0, 329.0), (220.0, 307.0), (494.0, 898.0), (724.0, 631.0), (573.0, 903.0), (528.0, 794.0), (901.0, 639.0), (796.0, 310.0), (964.0, 726.0), (938.0, 646.0), (278.0, 434.0), (493.0, 970.0), (908.0, 534.0), (875.0, 407.0), (628.0, 311.0), (508.0, 31.0), (602.0, 68.0), (897.0, 324.0), (704.0, 995.0), (758.0, 405.0), (330.0, 410.0), (921.0, 964.0), (862.0, 361.0), (951.0, 209.0), (436.0, 619.0), (213.0, 639.0), (371.0, 429.0), (643.0, 404.0), (684.0, 273.0), (501.0, 287.0), (328.0, 489.0), (3.0, 517.0), (45.0, 549.0), (761.0, 772.0), (345.0, 560.0), (101.0, 482.0), (730.0, 742.0), (898.0, 898.0), (837.0, 787.0), (116.0, 69.0), (774.0, 130.0), (929.0, 389.0), (98.0, 711.0), (189.0, 739.0), (437.0, 601.0)]",46,42,20177.346949906092
"[(116.0, 69.0), (101.0, 482.0), (628.0, 311.0), (643.0, 404.0), (436.0, 619.0), (758.0, 405.0), (330.0, 410.0), (898.0, 898.0), (929.0, 389.0), (875.0, 407.0), (437.0, 601.0), (328.0, 489.0), (862.0, 361.0), (897.0, 324.0), (908.0, 534.0), (951.0, 209.0), (573.0, 903.0), (444.0, 428.0), (220.0, 307.0), (528.0, 794.0), (493.0, 970.0), (278.0, 434.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (684.0, 273.0), (724.0, 631.0), (761.0, 772.0), (494.0, 898.0), (774.0, 130.0), (273.0, 105.0), (708.0, 99.0), (837.0, 787.0), (549.0, 329.0), (371.0, 429.0), (921.0, 964.0), (704.0, 995.0), (796.0, 310.0), (501.0, 287.0), (508.0, 31.0), (602.0, 68.0), (2.0, 897.0), (730.0, 742.0), (276.0, 666.0), (964.0, 726.0), (938.0, 646.0), (901.0, 639.0)]",5,43,20180.9113670967
"[(898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (862.0, 361.0), (643.0, 404.0), (964.0, 726.0), (951.0, 209.0), (602.0, 68.0), (684.0, 273.0), (708.0, 99.0), (493.0, 970.0), (938.0, 646.0), (730.0, 742.0), (929.0, 389.0), (875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (328.0, 489.0), (116.0, 69.0), (101.0, 482.0), (213.0, 639.0), (3.0, 517.0), (501.0, 287.0), (98.0, 711.0), (508.0, 31.0), (758.0, 405.0), (276.0, 666.0), (371.0, 429.0), (494.0, 898.0), (761.0, 772.0), (796.0, 310.0), (45.0, 549.0), (345.0, 560.0), (436.0, 619.0), (901.0, 639.0), (220.0, 307.0), (278.0, 434.0), (189.0, 739.0), (724.0, 631.0), (2.0, 897.0), (528.0, 794.0), (573.0, 903.0), (330.0, 410.0), (628.0, 311.0), (437.0, 601.0), (444.0, 428.0), (273.0, 105.0), (549.0, 329.0), (774.0, 130.0)]",43,44,20201.89197084138
"[(278.0, 434.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (796.0, 310.0), (862.0, 361.0), (897.0, 324.0), (436.0, 619.0), (437.0, 601.0), (328.0, 489.0), (528.0, 794.0), (898.0, 898.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (276.0, 666.0), (2.0, 897.0), (444.0, 428.0), (730.0, 742.0), (708.0, 99.0), (875.0, 407.0), (602.0, 68.0), (116.0, 69.0), (761.0, 772.0), (774.0, 130.0), (951.0, 209.0), (929.0, 389.0), (273.0, 105.0), (938.0, 646.0), (501.0, 287.0), (101.0, 482.0), (901.0, 639.0), (493.0, 970.0), (724.0, 631.0), (964.0, 726.0), (330.0, 410.0), (508.0, 31.0), (371.0, 429.0), (549.0, 329.0), (758.0, 405.0), (643.0, 404.0), (573.0, 903.0), (908.0, 534.0), (684.0, 273.0), (494.0, 898.0), (628.0, 311.0), (220.0, 307.0)]",18,45,20229.776332745914
"[(929.0, 389.0), (875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (951.0, 209.0), (330.0, 410.0), (602.0, 68.0), (508.0, 31.0), (761.0, 772.0), (3.0, 517.0), (45.0, 549.0), (2.0, 897.0), (371.0, 429.0), (98.0, 711.0), (101.0, 482.0), (549.0, 329.0), (774.0, 130.0), (573.0, 903.0), (437.0, 601.0), (213.0, 639.0), (220.0, 307.0), (345.0, 560.0), (444.0, 428.0), (837.0, 787.0), (964.0, 726.0), (278.0, 434.0), (862.0, 361.0), (901.0, 639.0), (898.0, 898.0), (938.0, 646.0), (643.0, 404.0), (684.0, 273.0), (189.0, 739.0), (276.0, 666.0), (730.0, 742.0), (724.0, 631.0), (758.0, 405.0), (328.0, 489.0), (708.0, 99.0), (273.0, 105.0), (436.0, 619.0), (494.0, 898.0), (628.0, 311.0), (493.0, 970.0), (921.0, 964.0), (528.0, 794.0), (704.0, 995.0), (501.0, 287.0), (116.0, 69.0), (796.0, 310.0)]",24,46,20235.23632118306
"[(921.0, 964.0), (898.0, 898.0), (862.0, 361.0), (643.0, 404.0), (837.0, 787.0), (964.0, 726.0), (929.0, 389.0), (875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (951.0, 209.0), (330.0, 410.0), (602.0, 68.0), (508.0, 31.0), (761.0, 772.0), (3.0, 517.0), (45.0, 549.0), (2.0, 897.0), (444.0, 428.0), (220.0, 307.0), (494.0, 898.0), (730.0, 742.0), (98.0, 711.0), (684.0, 273.0), (549.0, 329.0), (938.0, 646.0), (708.0, 99.0), (758.0, 405.0), (273.0, 105.0), (116.0, 69.0), (573.0, 903.0), (528.0, 794.0), (278.0, 434.0), (901.0, 639.0), (724.0, 631.0), (328.0, 489.0), (493.0, 970.0), (704.0, 995.0), (437.0, 601.0), (371.0, 429.0), (796.0, 310.0), (501.0, 287.0), (276.0, 666.0), (628.0, 311.0), (101.0, 482.0), (774.0, 130.0), (213.0, 639.0), (189.0, 739.0), (436.0, 619.0), (345.0, 560.0)]",22,47,20248.34493773328
"[(436.0, 619.0), (276.0, 666.0), (494.0, 898.0), (901.0, 639.0), (921.0, 964.0), (704.0, 995.0), (730.0, 742.0), (708.0, 99.0), (951.0, 209.0), (444.0, 428.0), (528.0, 794.0), (628.0, 311.0), (897.0, 324.0), (862.0, 361.0), (508.0, 31.0), (774.0, 130.0), (643.0, 404.0), (189.0, 739.0), (45.0, 549.0), (330.0, 410.0), (758.0, 405.0), (929.0, 389.0), (573.0, 903.0), (345.0, 560.0), (684.0, 273.0), (875.0, 407.0), (213.0, 639.0), (3.0, 517.0), (273.0, 105.0), (116.0, 69.0), (278.0, 434.0), (724.0, 631.0), (493.0, 970.0), (2.0, 897.0), (101.0, 482.0), (371.0, 429.0), (796.0, 310.0), (837.0, 787.0), (898.0, 898.0), (501.0, 287.0), (761.0, 772.0), (98.0, 711.0), (964.0, 726.0), (908.0, 534.0), (437.0, 601.0), (938.0, 646.0), (549.0, 329.0), (328.0, 489.0), (602.0, 68.0), (220.0, 307.0)]",39,48,20256.13251518565
"[(938.0, 646.0), (730.0, 742.0), (921.0, 964.0), (898.0, 898.0), (862.0, 361.0), (643.0, 404.0), (837.0, 787.0), (964.0, 726.0), (929.0, 389.0), (875.0, 407.0), (897.0, 324.0), (908.0, 534.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (684.0, 273.0), (761.0, 772.0), (758.0, 405.0), (2.0, 897.0), (276.0, 666.0), (573.0, 903.0), (796.0, 310.0), (628.0, 311.0), (494.0, 898.0), (951.0, 209.0), (528.0, 794.0), (501.0, 287.0), (278.0, 434.0), (901.0, 639.0), (273.0, 105.0), (704.0, 995.0), (493.0, 970.0), (330.0, 410.0), (371.0, 429.0), (444.0, 428.0), (708.0, 99.0), (602.0, 68.0), (437.0, 601.0), (220.0, 307.0), (508.0, 31.0), (101.0, 482.0), (436.0, 619.0), (328.0, 489.0), (116.0, 69.0), (549.0, 329.0), (724.0, 631.0), (774.0, 130.0)]",25,49,20257.771332487904
"[(528.0, 794.0), (901.0, 639.0), (730.0, 742.0), (602.0, 68.0), (951.0, 209.0), (501.0, 287.0), (330.0, 410.0), (774.0, 130.0), (643.0, 404.0), (493.0, 970.0), (938.0, 646.0), (908.0, 534.0), (837.0, 787.0), (704.0, 995.0), (921.0, 964.0), (45.0, 549.0), (98.0, 711.0), (3.0, 517.0), (213.0, 639.0), (189.0, 739.0), (345.0, 560.0), (684.0, 273.0), (724.0, 631.0), (761.0, 772.0), (549.0, 329.0), (796.0, 310.0), (862.0, 361.0), (708.0, 99.0), (444.0, 428.0), (101.0, 482.0), (273.0, 105.0), (573.0, 903.0), (964.0, 726.0), (758.0, 405.0), (628.0, 311.0), (116.0, 69.0), (929.0, 389.0), (898.0, 898.0), (508.0, 31.0), (436.0, 619.0), (371.0, 429.0), (276.0, 666.0), (220.0, 307.0), (328.0, 489.0), (437.0, 601.0), (278.0, 434.0), (494.0, 898.0), (875.0, 407.0), (897.0, 324.0), (2.0, 897.0)]",27,50,20290.148547250137
