pos,generation,rank,score
"[(444.0, 428.0), (213.0, 639.0), (684.0, 273.0), (761.0, 772.0), (730.0, 742.0), (3.0, 517.0), (273.0, 105.0), (220.0, 307.0), (98.0, 711.0), (345.0, 560.0), (643.0, 404.0), (328.0, 489.0), (724.0, 631.0), (964.0, 726.0), (938.0, 646.0), (862.0, 361.0), (929.0, 389.0), (628.0, 311.0), (897.0, 324.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (371.0, 429.0), (436.0, 619.0), (494.0, 898.0), (493.0, 970.0), (758.0, 405.0), (602.0, 68.0), (116.0, 69.0), (796.0, 310.0), (330.0, 410.0), (2.0, 897.0), (45.0, 549.0), (549.0, 329.0), (837.0, 787.0), (921.0, 964.0), (901.0, 639.0), (774.0, 130.0), (875.0, 407.0), (276.0, 666.0), (278.0, 434.0), (101.0, 482.0), (437.0, 601.0), (898.0, 898.0), (951.0, 209.0), (528.0, 794.0), (704.0, 995.0), (189.0, 739.0), (908.0, 534.0), (573.0, 903.0)]",41,28,19540.311362047367
"[(436.0, 619.0), (761.0, 772.0), (730.0, 742.0), (862.0, 361.0), (908.0, 534.0), (684.0, 273.0), (929.0, 389.0), (897.0, 324.0), (330.0, 410.0), (273.0, 105.0), (98.0, 711.0), (602.0, 68.0), (724.0, 631.0), (875.0, 407.0), (964.0, 726.0), (921.0, 964.0), (758.0, 405.0), (951.0, 209.0), (938.0, 646.0), (837.0, 787.0), (898.0, 898.0), (437.0, 601.0), (573.0, 903.0), (704.0, 995.0), (213.0, 639.0), (328.0, 489.0), (345.0, 560.0), (774.0, 130.0), (796.0, 310.0), (444.0, 428.0), (276.0, 666.0), (45.0, 549.0), (116.0, 69.0), (371.0, 429.0), (549.0, 329.0), (278.0, 434.0), (220.0, 307.0), (3.0, 517.0), (508.0, 31.0), (643.0, 404.0), (493.0, 970.0), (189.0, 739.0), (708.0, 99.0), (501.0, 287.0), (2.0, 897.0), (494.0, 898.0), (628.0, 311.0), (101.0, 482.0), (528.0, 794.0), (901.0, 639.0)]",18,29,19595.716811169594
"[(964.0, 726.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (602.0, 68.0), (436.0, 619.0), (213.0, 639.0), (3.0, 517.0), (276.0, 666.0), (189.0, 739.0), (345.0, 560.0), (901.0, 639.0), (444.0, 428.0), (704.0, 995.0), (730.0, 742.0), (45.0, 549.0), (437.0, 601.0), (278.0, 434.0), (101.0, 482.0), (328.0, 489.0), (774.0, 130.0), (796.0, 310.0), (708.0, 99.0), (643.0, 404.0), (628.0, 311.0), (724.0, 631.0), (494.0, 898.0), (508.0, 31.0), (684.0, 273.0), (761.0, 772.0), (549.0, 329.0), (116.0, 69.0), (371.0, 429.0), (220.0, 307.0), (330.0, 410.0), (573.0, 903.0), (273.0, 105.0), (528.0, 794.0), (2.0, 897.0), (493.0, 970.0), (837.0, 787.0), (898.0, 898.0), (501.0, 287.0), (921.0, 964.0), (758.0, 405.0), (98.0, 711.0)]",39,30,19653.03347938342
"[(437.0, 601.0), (761.0, 772.0), (901.0, 639.0), (493.0, 970.0), (549.0, 329.0), (330.0, 410.0), (116.0, 69.0), (2.0, 897.0), (3.0, 517.0), (45.0, 549.0), (628.0, 311.0), (837.0, 787.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (220.0, 307.0), (573.0, 903.0), (494.0, 898.0), (921.0, 964.0), (704.0, 995.0), (897.0, 324.0), (189.0, 739.0), (328.0, 489.0), (213.0, 639.0), (345.0, 560.0), (528.0, 794.0), (371.0, 429.0), (758.0, 405.0), (964.0, 726.0), (444.0, 428.0), (643.0, 404.0), (101.0, 482.0), (724.0, 631.0), (730.0, 742.0), (436.0, 619.0), (898.0, 898.0), (951.0, 209.0), (875.0, 407.0), (278.0, 434.0), (273.0, 105.0), (98.0, 711.0), (602.0, 68.0), (774.0, 130.0), (684.0, 273.0), (276.0, 666.0)]",37,31,19692.901775851402
"[(684.0, 273.0), (444.0, 428.0), (730.0, 742.0), (724.0, 631.0), (921.0, 964.0), (964.0, 726.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (875.0, 407.0), (951.0, 209.0), (116.0, 69.0), (774.0, 130.0), (758.0, 405.0), (761.0, 772.0), (837.0, 787.0), (898.0, 898.0), (796.0, 310.0), (328.0, 489.0), (602.0, 68.0), (213.0, 639.0), (549.0, 329.0), (628.0, 311.0), (704.0, 995.0), (98.0, 711.0), (2.0, 897.0), (276.0, 666.0), (573.0, 903.0), (278.0, 434.0), (901.0, 639.0), (493.0, 970.0), (45.0, 549.0), (501.0, 287.0), (708.0, 99.0), (189.0, 739.0), (494.0, 898.0), (528.0, 794.0), (897.0, 324.0), (436.0, 619.0), (101.0, 482.0), (643.0, 404.0), (3.0, 517.0), (273.0, 105.0), (371.0, 429.0), (330.0, 410.0), (508.0, 31.0), (345.0, 560.0), (220.0, 307.0), (437.0, 601.0)]",46,32,19704.139582968917
"[(964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (628.0, 311.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (371.0, 429.0), (436.0, 619.0), (528.0, 794.0), (276.0, 666.0), (573.0, 903.0), (116.0, 69.0), (774.0, 130.0), (921.0, 964.0), (758.0, 405.0), (101.0, 482.0), (189.0, 739.0), (330.0, 410.0), (444.0, 428.0), (213.0, 639.0), (684.0, 273.0), (761.0, 772.0), (730.0, 742.0), (3.0, 517.0), (273.0, 105.0), (220.0, 307.0), (98.0, 711.0), (345.0, 560.0), (643.0, 404.0), (328.0, 489.0), (278.0, 434.0), (494.0, 898.0), (437.0, 601.0), (549.0, 329.0), (45.0, 549.0), (837.0, 787.0), (704.0, 995.0), (898.0, 898.0), (901.0, 639.0), (602.0, 68.0), (897.0, 324.0), (493.0, 970.0), (2.0, 897.0), (724.0, 631.0)]",26,33,19730.339141737186
"[(602.0, 68.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (345.0, 560.0), (724.0, 631.0), (964.0, 726.0), (938.0, 646.0), (862.0, 361.0), (929.0, 389.0), (628.0, 311.0), (897.0, 324.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (371.0, 429.0), (436.0, 619.0), (528.0, 794.0), (276.0, 666.0), (573.0, 903.0), (116.0, 69.0), (774.0, 130.0), (643.0, 404.0), (98.0, 711.0), (220.0, 307.0), (45.0, 549.0), (549.0, 329.0), (101.0, 482.0), (328.0, 489.0), (684.0, 273.0), (704.0, 995.0), (273.0, 105.0), (875.0, 407.0), (278.0, 434.0), (837.0, 787.0), (898.0, 898.0), (761.0, 772.0), (908.0, 534.0), (494.0, 898.0), (493.0, 970.0), (437.0, 601.0), (330.0, 410.0), (444.0, 428.0), (796.0, 310.0), (951.0, 209.0), (921.0, 964.0), (730.0, 742.0), (213.0, 639.0), (901.0, 639.0), (758.0, 405.0)]",34,34,19756.14489795929
"[(796.0, 310.0), (444.0, 428.0), (276.0, 666.0), (45.0, 549.0), (116.0, 69.0), (371.0, 429.0), (549.0, 329.0), (278.0, 434.0), (220.0, 307.0), (3.0, 517.0), (508.0, 31.0), (643.0, 404.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (273.0, 105.0), (501.0, 287.0), (897.0, 324.0), (602.0, 68.0), (730.0, 742.0), (704.0, 995.0), (436.0, 619.0), (330.0, 410.0), (101.0, 482.0), (921.0, 964.0), (951.0, 209.0), (898.0, 898.0), (758.0, 405.0), (213.0, 639.0), (837.0, 787.0), (964.0, 726.0), (901.0, 639.0), (328.0, 489.0), (628.0, 311.0), (437.0, 601.0), (761.0, 772.0), (493.0, 970.0), (494.0, 898.0), (2.0, 897.0), (528.0, 794.0), (189.0, 739.0), (573.0, 903.0), (875.0, 407.0), (684.0, 273.0), (774.0, 130.0), (98.0, 711.0), (345.0, 560.0), (724.0, 631.0)]",36,35,19789.821610753337
"[(921.0, 964.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (628.0, 311.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (371.0, 429.0), (220.0, 307.0), (345.0, 560.0), (98.0, 711.0), (730.0, 742.0), (901.0, 639.0), (684.0, 273.0), (837.0, 787.0), (643.0, 404.0), (444.0, 428.0), (213.0, 639.0), (45.0, 549.0), (774.0, 130.0), (898.0, 898.0), (278.0, 434.0), (573.0, 903.0), (494.0, 898.0), (189.0, 739.0), (3.0, 517.0), (704.0, 995.0), (436.0, 619.0), (724.0, 631.0), (437.0, 601.0), (276.0, 666.0), (758.0, 405.0), (116.0, 69.0), (549.0, 329.0), (602.0, 68.0), (2.0, 897.0), (493.0, 970.0), (528.0, 794.0), (761.0, 772.0), (330.0, 410.0), (101.0, 482.0), (328.0, 489.0), (897.0, 324.0), (273.0, 105.0)]",40,36,19805.724931056808
"[(796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (761.0, 772.0), (220.0, 307.0), (573.0, 903.0), (328.0, 489.0), (684.0, 273.0), (724.0, 631.0), (875.0, 407.0), (964.0, 726.0), (921.0, 964.0), (758.0, 405.0), (951.0, 209.0), (837.0, 787.0), (898.0, 898.0), (774.0, 130.0), (273.0, 105.0), (101.0, 482.0), (276.0, 666.0), (189.0, 739.0), (345.0, 560.0), (901.0, 639.0), (444.0, 428.0), (704.0, 995.0), (730.0, 742.0), (45.0, 549.0), (3.0, 517.0), (437.0, 601.0), (897.0, 324.0), (278.0, 434.0), (528.0, 794.0), (494.0, 898.0), (436.0, 619.0), (628.0, 311.0), (493.0, 970.0), (2.0, 897.0), (98.0, 711.0), (602.0, 68.0), (643.0, 404.0), (371.0, 429.0), (330.0, 410.0), (116.0, 69.0), (213.0, 639.0), (549.0, 329.0)]",21,37,19824.188420338087
"[(964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (758.0, 405.0), (862.0, 361.0), (929.0, 389.0), (921.0, 964.0), (837.0, 787.0), (898.0, 898.0), (437.0, 601.0), (573.0, 903.0), (704.0, 995.0), (730.0, 742.0), (501.0, 287.0), (761.0, 772.0), (371.0, 429.0), (213.0, 639.0), (508.0, 31.0), (116.0, 69.0), (444.0, 428.0), (2.0, 897.0), (724.0, 631.0), (628.0, 311.0), (897.0, 324.0), (436.0, 619.0), (708.0, 99.0), (328.0, 489.0), (549.0, 329.0), (101.0, 482.0), (45.0, 549.0), (220.0, 307.0), (345.0, 560.0), (493.0, 970.0), (494.0, 898.0), (901.0, 639.0), (774.0, 130.0), (528.0, 794.0), (189.0, 739.0), (98.0, 711.0), (273.0, 105.0), (602.0, 68.0), (276.0, 666.0), (684.0, 273.0), (3.0, 517.0)]",48,38,19848.560451493602
"[(901.0, 639.0), (602.0, 68.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (345.0, 560.0), (724.0, 631.0), (964.0, 726.0), (938.0, 646.0), (862.0, 361.0), (929.0, 389.0), (628.0, 311.0), (897.0, 324.0), (643.0, 404.0), (501.0, 287.0), (837.0, 787.0), (761.0, 772.0), (908.0, 534.0), (328.0, 489.0), (528.0, 794.0), (494.0, 898.0), (101.0, 482.0), (437.0, 601.0), (493.0, 970.0), (436.0, 619.0), (796.0, 310.0), (220.0, 307.0), (278.0, 434.0), (875.0, 407.0), (951.0, 209.0), (330.0, 410.0), (898.0, 898.0), (549.0, 329.0), (508.0, 31.0), (684.0, 273.0), (758.0, 405.0), (774.0, 130.0), (573.0, 903.0), (98.0, 711.0), (371.0, 429.0), (921.0, 964.0), (704.0, 995.0), (708.0, 99.0), (273.0, 105.0), (116.0, 69.0), (444.0, 428.0), (45.0, 549.0), (213.0, 639.0), (276.0, 666.0), (730.0, 742.0)]",15,39,19859.70959037112
"[(45.0, 549.0), (98.0, 711.0), (528.0, 794.0), (901.0, 639.0), (549.0, 329.0), (328.0, 489.0), (213.0, 639.0), (3.0, 517.0), (220.0, 307.0), (278.0, 434.0), (758.0, 405.0), (796.0, 310.0), (921.0, 964.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (628.0, 311.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (330.0, 410.0), (436.0, 619.0), (189.0, 739.0), (501.0, 287.0), (273.0, 105.0), (494.0, 898.0), (761.0, 772.0), (724.0, 631.0), (684.0, 273.0), (276.0, 666.0), (116.0, 69.0), (643.0, 404.0), (837.0, 787.0), (704.0, 995.0), (2.0, 897.0), (371.0, 429.0), (774.0, 130.0), (493.0, 970.0), (602.0, 68.0), (897.0, 324.0), (730.0, 742.0), (573.0, 903.0), (345.0, 560.0), (437.0, 601.0), (898.0, 898.0), (444.0, 428.0), (101.0, 482.0)]",36,40,19863.921617220305
"[(3.0, 517.0), (45.0, 549.0), (628.0, 311.0), (837.0, 787.0), (436.0, 619.0), (528.0, 794.0), (724.0, 631.0), (643.0, 404.0), (328.0, 489.0), (796.0, 310.0), (897.0, 324.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (273.0, 105.0), (501.0, 287.0), (602.0, 68.0), (758.0, 405.0), (98.0, 711.0), (116.0, 69.0), (761.0, 772.0), (730.0, 742.0), (189.0, 739.0), (508.0, 31.0), (371.0, 429.0), (898.0, 898.0), (921.0, 964.0), (494.0, 898.0), (220.0, 307.0), (213.0, 639.0), (345.0, 560.0), (493.0, 970.0), (774.0, 130.0), (684.0, 273.0), (549.0, 329.0), (444.0, 428.0), (276.0, 666.0), (101.0, 482.0), (278.0, 434.0), (2.0, 897.0), (573.0, 903.0), (330.0, 410.0), (704.0, 995.0), (437.0, 601.0), (901.0, 639.0)]",31,41,19896.708167432345
"[(758.0, 405.0), (951.0, 209.0), (862.0, 361.0), (761.0, 772.0), (837.0, 787.0), (898.0, 898.0), (730.0, 742.0), (796.0, 310.0), (908.0, 534.0), (901.0, 639.0), (494.0, 898.0), (964.0, 726.0), (501.0, 287.0), (3.0, 517.0), (213.0, 639.0), (493.0, 970.0), (101.0, 482.0), (189.0, 739.0), (98.0, 711.0), (116.0, 69.0), (345.0, 560.0), (276.0, 666.0), (328.0, 489.0), (929.0, 389.0), (508.0, 31.0), (774.0, 130.0), (371.0, 429.0), (875.0, 407.0), (273.0, 105.0), (724.0, 631.0), (643.0, 404.0), (437.0, 601.0), (921.0, 964.0), (573.0, 903.0), (628.0, 311.0), (444.0, 428.0), (708.0, 99.0), (602.0, 68.0), (897.0, 324.0), (684.0, 273.0), (938.0, 646.0), (704.0, 995.0), (278.0, 434.0), (2.0, 897.0), (549.0, 329.0), (528.0, 794.0), (220.0, 307.0), (45.0, 549.0), (330.0, 410.0), (436.0, 619.0)]",44,42,19896.708875357042
"[(875.0, 407.0), (951.0, 209.0), (897.0, 324.0), (602.0, 68.0), (436.0, 619.0), (213.0, 639.0), (3.0, 517.0), (220.0, 307.0), (276.0, 666.0), (573.0, 903.0), (493.0, 970.0), (2.0, 897.0), (964.0, 726.0), (628.0, 311.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (643.0, 404.0), (501.0, 287.0), (330.0, 410.0), (758.0, 405.0), (684.0, 273.0), (189.0, 739.0), (921.0, 964.0), (704.0, 995.0), (528.0, 794.0), (730.0, 742.0), (278.0, 434.0), (774.0, 130.0), (101.0, 482.0), (901.0, 639.0), (444.0, 428.0), (116.0, 69.0), (273.0, 105.0), (98.0, 711.0), (724.0, 631.0), (494.0, 898.0), (837.0, 787.0), (549.0, 329.0), (898.0, 898.0), (328.0, 489.0), (345.0, 560.0), (437.0, 601.0), (761.0, 772.0), (371.0, 429.0), (45.0, 549.0)]",42,43,19906.364406952038
"[(761.0, 772.0), (921.0, 964.0), (901.0, 639.0), (493.0, 970.0), (730.0, 742.0), (704.0, 995.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (643.0, 404.0), (330.0, 410.0), (278.0, 434.0), (758.0, 405.0), (837.0, 787.0), (528.0, 794.0), (436.0, 619.0), (549.0, 329.0), (328.0, 489.0), (602.0, 68.0), (897.0, 324.0), (929.0, 389.0), (898.0, 898.0), (273.0, 105.0), (220.0, 307.0), (573.0, 903.0), (213.0, 639.0), (345.0, 560.0), (708.0, 99.0), (628.0, 311.0), (724.0, 631.0), (437.0, 601.0), (371.0, 429.0), (98.0, 711.0), (774.0, 130.0), (276.0, 666.0), (444.0, 428.0), (508.0, 31.0), (501.0, 287.0), (116.0, 69.0), (101.0, 482.0), (684.0, 273.0), (189.0, 739.0), (494.0, 898.0), (862.0, 361.0), (3.0, 517.0), (45.0, 549.0), (2.0, 897.0)]",31,44,19906.782944298277
"[(220.0, 307.0), (273.0, 105.0), (278.0, 434.0), (602.0, 68.0), (116.0, 69.0), (101.0, 482.0), (330.0, 410.0), (493.0, 970.0), (2.0, 897.0), (437.0, 601.0), (328.0, 489.0), (213.0, 639.0), (45.0, 549.0), (276.0, 666.0), (98.0, 711.0), (3.0, 517.0), (643.0, 404.0), (774.0, 130.0), (628.0, 311.0), (708.0, 99.0), (862.0, 361.0), (796.0, 310.0), (730.0, 742.0), (964.0, 726.0), (436.0, 619.0), (898.0, 898.0), (189.0, 739.0), (684.0, 273.0), (837.0, 787.0), (724.0, 631.0), (921.0, 964.0), (704.0, 995.0), (901.0, 639.0), (938.0, 646.0), (929.0, 389.0), (573.0, 903.0), (758.0, 405.0), (494.0, 898.0), (371.0, 429.0), (501.0, 287.0), (761.0, 772.0), (951.0, 209.0), (908.0, 534.0), (508.0, 31.0), (875.0, 407.0), (444.0, 428.0), (528.0, 794.0), (549.0, 329.0), (345.0, 560.0), (897.0, 324.0)]",51,45,19948.324870335226
"[(897.0, 324.0), (213.0, 639.0), (2.0, 897.0), (116.0, 69.0), (494.0, 898.0), (921.0, 964.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (628.0, 311.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (508.0, 31.0), (501.0, 287.0), (278.0, 434.0), (573.0, 903.0), (761.0, 772.0), (901.0, 639.0), (493.0, 970.0), (704.0, 995.0), (437.0, 601.0), (436.0, 619.0), (345.0, 560.0), (444.0, 428.0), (220.0, 307.0), (98.0, 711.0), (189.0, 739.0), (3.0, 517.0), (774.0, 130.0), (528.0, 794.0), (328.0, 489.0), (708.0, 99.0), (45.0, 549.0), (898.0, 898.0), (758.0, 405.0), (837.0, 787.0), (684.0, 273.0), (724.0, 631.0), (643.0, 404.0), (276.0, 666.0), (330.0, 410.0), (273.0, 105.0), (602.0, 68.0), (730.0, 742.0), (101.0, 482.0), (371.0, 429.0), (549.0, 329.0)]",33,46,19963.488541526316
"[(628.0, 311.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (508.0, 31.0), (501.0, 287.0), (761.0, 772.0), (220.0, 307.0), (436.0, 619.0), (273.0, 105.0), (897.0, 324.0), (875.0, 407.0), (602.0, 68.0), (684.0, 273.0), (444.0, 428.0), (730.0, 742.0), (724.0, 631.0), (898.0, 898.0), (921.0, 964.0), (437.0, 601.0), (964.0, 726.0), (774.0, 130.0), (328.0, 489.0), (45.0, 549.0), (643.0, 404.0), (276.0, 666.0), (116.0, 69.0), (330.0, 410.0), (371.0, 429.0), (951.0, 209.0), (101.0, 482.0), (758.0, 405.0), (98.0, 711.0), (2.0, 897.0), (189.0, 739.0), (3.0, 517.0), (493.0, 970.0), (837.0, 787.0), (704.0, 995.0), (901.0, 639.0), (278.0, 434.0), (345.0, 560.0), (573.0, 903.0), (213.0, 639.0), (549.0, 329.0), (494.0, 898.0), (528.0, 794.0)]",25,47,19969.397320095773
"[(796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (273.0, 105.0), (501.0, 287.0), (897.0, 324.0), (602.0, 68.0), (730.0, 742.0), (724.0, 631.0), (875.0, 407.0), (964.0, 726.0), (921.0, 964.0), (758.0, 405.0), (951.0, 209.0), (837.0, 787.0), (898.0, 898.0), (437.0, 601.0), (573.0, 903.0), (704.0, 995.0), (761.0, 772.0), (628.0, 311.0), (494.0, 898.0), (493.0, 970.0), (328.0, 489.0), (220.0, 307.0), (2.0, 897.0), (444.0, 428.0), (901.0, 639.0), (278.0, 434.0), (3.0, 517.0), (549.0, 329.0), (116.0, 69.0), (189.0, 739.0), (643.0, 404.0), (371.0, 429.0), (684.0, 273.0), (528.0, 794.0), (45.0, 549.0), (98.0, 711.0), (213.0, 639.0), (330.0, 410.0), (774.0, 130.0), (276.0, 666.0), (508.0, 31.0), (345.0, 560.0), (436.0, 619.0), (101.0, 482.0)]",49,48,19989.37322520035
"[(444.0, 428.0), (573.0, 903.0), (278.0, 434.0), (761.0, 772.0), (921.0, 964.0), (901.0, 639.0), (493.0, 970.0), (730.0, 742.0), (704.0, 995.0), (964.0, 726.0), (875.0, 407.0), (951.0, 209.0), (796.0, 310.0), (938.0, 646.0), (908.0, 534.0), (862.0, 361.0), (929.0, 389.0), (708.0, 99.0), (273.0, 105.0), (501.0, 287.0), (897.0, 324.0), (602.0, 68.0), (684.0, 273.0), (436.0, 619.0), (437.0, 601.0), (116.0, 69.0), (494.0, 898.0), (508.0, 31.0), (528.0, 794.0), (643.0, 404.0), (371.0, 429.0), (898.0, 898.0), (213.0, 639.0), (837.0, 787.0), (724.0, 631.0), (330.0, 410.0), (189.0, 739.0), (101.0, 482.0), (2.0, 897.0), (345.0, 560.0), (549.0, 329.0), (45.0, 549.0), (220.0, 307.0), (98.0, 711.0), (276.0, 666.0), (758.0, 405.0), (628.0, 311.0), (774.0, 130.0), (328.0, 489.0), (3.0, 517.0)]",16,49,19992.72533829222
"[(901.0, 639.0), (602.0, 68.0), (189.0, 739.0), (2.0, 897.0), (3.0, 517.0), (345.0, 560.0), (724.0, 631.0), (964.0, 726.0), (938.0, 646.0), (862.0, 361.0), (929.0, 389.0), (628.0, 311.0), (908.0, 534.0), (708.0, 99.0), (273.0, 105.0), (501.0, 287.0), (897.0, 324.0), (875.0, 407.0), (684.0, 273.0), (444.0, 428.0), (951.0, 209.0), (436.0, 619.0), (761.0, 772.0), (437.0, 601.0), (220.0, 307.0), (643.0, 404.0), (276.0, 666.0), (774.0, 130.0), (704.0, 995.0), (921.0, 964.0), (493.0, 970.0), (573.0, 903.0), (116.0, 69.0), (45.0, 549.0), (213.0, 639.0), (758.0, 405.0), (371.0, 429.0), (328.0, 489.0), (494.0, 898.0), (101.0, 482.0), (330.0, 410.0), (278.0, 434.0), (98.0, 711.0), (549.0, 329.0), (730.0, 742.0), (898.0, 898.0), (837.0, 787.0), (796.0, 310.0), (508.0, 31.0), (528.0, 794.0)]",19,50,19995.37942861972
