pos,generation,rank,score
"[(643.0, 404.0), (938.0, 646.0), (837.0, 787.0), (493.0, 970.0), (921.0, 964.0), (730.0, 742.0), (494.0, 898.0), (761.0, 772.0), (273.0, 105.0), (501.0, 287.0), (3.0, 517.0), (116.0, 69.0), (189.0, 739.0), (101.0, 482.0), (98.0, 711.0), (328.0, 489.0), (276.0, 666.0), (220.0, 307.0), (929.0, 389.0), (875.0, 407.0), (2.0, 897.0), (371.0, 429.0), (898.0, 898.0), (628.0, 311.0), (213.0, 639.0), (704.0, 995.0), (964.0, 726.0), (437.0, 601.0), (330.0, 410.0), (573.0, 903.0), (528.0, 794.0), (444.0, 428.0), (549.0, 329.0), (758.0, 405.0), (345.0, 560.0), (436.0, 619.0), (862.0, 361.0), (901.0, 639.0), (602.0, 68.0), (897.0, 324.0), (951.0, 209.0), (796.0, 310.0), (508.0, 31.0), (708.0, 99.0), (774.0, 130.0), (45.0, 549.0), (724.0, 631.0), (908.0, 534.0), (684.0, 273.0), (278.0, 434.0)]",31,28,20091.76435778962
"[(761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (444.0, 428.0), (345.0, 560.0), (730.0, 742.0), (964.0, 726.0), (938.0, 646.0), (704.0, 995.0), (901.0, 639.0), (898.0, 898.0), (573.0, 903.0), (494.0, 898.0), (213.0, 639.0), (330.0, 410.0), (921.0, 964.0), (436.0, 619.0), (528.0, 794.0), (862.0, 361.0), (602.0, 68.0), (508.0, 31.0), (273.0, 105.0), (371.0, 429.0), (951.0, 209.0), (2.0, 897.0), (684.0, 273.0), (708.0, 99.0), (837.0, 787.0), (724.0, 631.0), (628.0, 311.0), (758.0, 405.0), (774.0, 130.0), (3.0, 517.0), (501.0, 287.0), (276.0, 666.0), (220.0, 307.0), (437.0, 601.0), (796.0, 310.0), (643.0, 404.0), (875.0, 407.0), (549.0, 329.0), (328.0, 489.0), (101.0, 482.0), (929.0, 389.0), (897.0, 324.0), (908.0, 534.0), (278.0, 434.0), (116.0, 69.0), (98.0, 711.0)]",49,29,20107.994263548273
"[(494.0, 898.0), (704.0, 995.0), (898.0, 898.0), (758.0, 405.0), (929.0, 389.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (684.0, 273.0), (796.0, 310.0), (643.0, 404.0), (628.0, 311.0), (761.0, 772.0), (837.0, 787.0), (371.0, 429.0), (444.0, 428.0), (3.0, 517.0), (98.0, 711.0), (774.0, 130.0), (897.0, 324.0), (501.0, 287.0), (724.0, 631.0), (921.0, 964.0), (528.0, 794.0), (276.0, 666.0), (213.0, 639.0), (951.0, 209.0), (730.0, 742.0), (436.0, 619.0), (493.0, 970.0), (273.0, 105.0), (437.0, 601.0), (220.0, 307.0), (862.0, 361.0), (708.0, 99.0), (549.0, 329.0), (2.0, 897.0), (901.0, 639.0), (278.0, 434.0), (116.0, 69.0), (573.0, 903.0), (938.0, 646.0), (45.0, 549.0), (345.0, 560.0), (189.0, 739.0), (101.0, 482.0), (328.0, 489.0), (330.0, 410.0), (602.0, 68.0), (508.0, 31.0)]",50,30,20115.195641622206
"[(708.0, 99.0), (774.0, 130.0), (897.0, 324.0), (276.0, 666.0), (278.0, 434.0), (501.0, 287.0), (862.0, 361.0), (724.0, 631.0), (761.0, 772.0), (704.0, 995.0), (684.0, 273.0), (908.0, 534.0), (951.0, 209.0), (628.0, 311.0), (273.0, 105.0), (328.0, 489.0), (494.0, 898.0), (371.0, 429.0), (796.0, 310.0), (602.0, 68.0), (508.0, 31.0), (2.0, 897.0), (98.0, 711.0), (437.0, 601.0), (444.0, 428.0), (964.0, 726.0), (758.0, 405.0), (493.0, 970.0), (528.0, 794.0), (45.0, 549.0), (898.0, 898.0), (938.0, 646.0), (116.0, 69.0), (3.0, 517.0), (330.0, 410.0), (901.0, 639.0), (573.0, 903.0), (436.0, 619.0), (189.0, 739.0), (101.0, 482.0), (220.0, 307.0), (345.0, 560.0), (875.0, 407.0), (921.0, 964.0), (837.0, 787.0), (730.0, 742.0), (929.0, 389.0), (213.0, 639.0), (643.0, 404.0), (549.0, 329.0)]",24,31,20140.837272869667
"[(436.0, 619.0), (951.0, 209.0), (897.0, 324.0), (3.0, 517.0), (862.0, 361.0), (908.0, 534.0), (837.0, 787.0), (437.0, 601.0), (278.0, 434.0), (273.0, 105.0), (220.0, 307.0), (684.0, 273.0), (98.0, 711.0), (528.0, 794.0), (444.0, 428.0), (602.0, 68.0), (643.0, 404.0), (796.0, 310.0), (708.0, 99.0), (774.0, 130.0), (276.0, 666.0), (189.0, 739.0), (493.0, 970.0), (898.0, 898.0), (328.0, 489.0), (573.0, 903.0), (345.0, 560.0), (101.0, 482.0), (116.0, 69.0), (213.0, 639.0), (549.0, 329.0), (371.0, 429.0), (508.0, 31.0), (758.0, 405.0), (45.0, 549.0), (2.0, 897.0), (330.0, 410.0), (704.0, 995.0), (628.0, 311.0), (730.0, 742.0), (494.0, 898.0), (964.0, 726.0), (901.0, 639.0), (875.0, 407.0), (929.0, 389.0), (938.0, 646.0), (724.0, 631.0), (761.0, 772.0), (921.0, 964.0), (501.0, 287.0)]",39,32,20143.999367660675
"[(494.0, 898.0), (704.0, 995.0), (898.0, 898.0), (758.0, 405.0), (929.0, 389.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (684.0, 273.0), (796.0, 310.0), (643.0, 404.0), (628.0, 311.0), (101.0, 482.0), (98.0, 711.0), (3.0, 517.0), (345.0, 560.0), (276.0, 666.0), (328.0, 489.0), (371.0, 429.0), (436.0, 619.0), (116.0, 69.0), (220.0, 307.0), (501.0, 287.0), (528.0, 794.0), (549.0, 329.0), (278.0, 434.0), (508.0, 31.0), (897.0, 324.0), (437.0, 601.0), (213.0, 639.0), (493.0, 970.0), (938.0, 646.0), (602.0, 68.0), (45.0, 549.0), (273.0, 105.0), (862.0, 361.0), (708.0, 99.0), (901.0, 639.0), (330.0, 410.0), (444.0, 428.0), (573.0, 903.0), (730.0, 742.0), (951.0, 209.0), (837.0, 787.0), (2.0, 897.0), (724.0, 631.0), (189.0, 739.0), (921.0, 964.0), (761.0, 772.0), (774.0, 130.0)]",42,33,20208.467122477527
"[(602.0, 68.0), (508.0, 31.0), (501.0, 287.0), (345.0, 560.0), (213.0, 639.0), (573.0, 903.0), (444.0, 428.0), (493.0, 970.0), (189.0, 739.0), (964.0, 726.0), (898.0, 898.0), (761.0, 772.0), (2.0, 897.0), (328.0, 489.0), (875.0, 407.0), (929.0, 389.0), (45.0, 549.0), (101.0, 482.0), (220.0, 307.0), (436.0, 619.0), (3.0, 517.0), (494.0, 898.0), (276.0, 666.0), (862.0, 361.0), (684.0, 273.0), (897.0, 324.0), (730.0, 742.0), (837.0, 787.0), (796.0, 310.0), (908.0, 534.0), (724.0, 631.0), (371.0, 429.0), (708.0, 99.0), (704.0, 995.0), (528.0, 794.0), (758.0, 405.0), (774.0, 130.0), (549.0, 329.0), (643.0, 404.0), (628.0, 311.0), (273.0, 105.0), (951.0, 209.0), (921.0, 964.0), (116.0, 69.0), (278.0, 434.0), (330.0, 410.0), (98.0, 711.0), (437.0, 601.0), (938.0, 646.0), (901.0, 639.0)]",31,34,20221.56660125151
"[(708.0, 99.0), (643.0, 404.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (330.0, 410.0), (436.0, 619.0), (528.0, 794.0), (602.0, 68.0), (758.0, 405.0), (898.0, 898.0), (938.0, 646.0), (730.0, 742.0), (901.0, 639.0), (444.0, 428.0), (774.0, 130.0), (929.0, 389.0), (371.0, 429.0), (98.0, 711.0), (897.0, 324.0), (704.0, 995.0), (494.0, 898.0), (276.0, 666.0), (508.0, 31.0), (501.0, 287.0), (345.0, 560.0), (628.0, 311.0), (875.0, 407.0), (437.0, 601.0), (908.0, 534.0), (862.0, 361.0), (684.0, 273.0), (549.0, 329.0), (796.0, 310.0), (724.0, 631.0), (573.0, 903.0), (964.0, 726.0), (328.0, 489.0), (101.0, 482.0), (273.0, 105.0), (213.0, 639.0), (220.0, 307.0), (951.0, 209.0), (2.0, 897.0), (3.0, 517.0), (116.0, 69.0), (278.0, 434.0)]",42,35,20232.587798378587
"[(602.0, 68.0), (116.0, 69.0), (444.0, 428.0), (549.0, 329.0), (528.0, 794.0), (345.0, 560.0), (796.0, 310.0), (273.0, 105.0), (908.0, 534.0), (501.0, 287.0), (371.0, 429.0), (901.0, 639.0), (951.0, 209.0), (862.0, 361.0), (708.0, 99.0), (643.0, 404.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (101.0, 482.0), (436.0, 619.0), (494.0, 898.0), (704.0, 995.0), (898.0, 898.0), (758.0, 405.0), (964.0, 726.0), (573.0, 903.0), (508.0, 31.0), (278.0, 434.0), (2.0, 897.0), (938.0, 646.0), (875.0, 407.0), (774.0, 130.0), (328.0, 489.0), (98.0, 711.0), (330.0, 410.0), (220.0, 307.0), (213.0, 639.0), (730.0, 742.0), (437.0, 601.0), (929.0, 389.0), (684.0, 273.0), (724.0, 631.0), (276.0, 666.0), (3.0, 517.0), (628.0, 311.0), (897.0, 324.0)]",35,36,20249.273804606037
"[(436.0, 619.0), (494.0, 898.0), (704.0, 995.0), (898.0, 898.0), (758.0, 405.0), (929.0, 389.0), (938.0, 646.0), (573.0, 903.0), (276.0, 666.0), (684.0, 273.0), (273.0, 105.0), (220.0, 307.0), (116.0, 69.0), (501.0, 287.0), (951.0, 209.0), (862.0, 361.0), (708.0, 99.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (774.0, 130.0), (964.0, 726.0), (724.0, 631.0), (371.0, 429.0), (508.0, 31.0), (730.0, 742.0), (875.0, 407.0), (278.0, 434.0), (602.0, 68.0), (796.0, 310.0), (628.0, 311.0), (643.0, 404.0), (2.0, 897.0), (3.0, 517.0), (908.0, 534.0), (98.0, 711.0), (345.0, 560.0), (528.0, 794.0), (328.0, 489.0), (897.0, 324.0), (549.0, 329.0), (901.0, 639.0), (101.0, 482.0), (330.0, 410.0), (437.0, 601.0), (444.0, 428.0), (213.0, 639.0)]",47,37,20277.26987958343
"[(45.0, 549.0), (101.0, 482.0), (98.0, 711.0), (796.0, 310.0), (758.0, 405.0), (628.0, 311.0), (2.0, 897.0), (276.0, 666.0), (436.0, 619.0), (951.0, 209.0), (897.0, 324.0), (3.0, 517.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (437.0, 601.0), (549.0, 329.0), (704.0, 995.0), (938.0, 646.0), (684.0, 273.0), (444.0, 428.0), (116.0, 69.0), (508.0, 31.0), (774.0, 130.0), (330.0, 410.0), (708.0, 99.0), (929.0, 389.0), (501.0, 287.0), (643.0, 404.0), (573.0, 903.0), (528.0, 794.0), (278.0, 434.0), (273.0, 105.0), (908.0, 534.0), (724.0, 631.0), (964.0, 726.0), (213.0, 639.0), (328.0, 489.0), (898.0, 898.0), (862.0, 361.0), (875.0, 407.0), (901.0, 639.0), (730.0, 742.0), (220.0, 307.0), (602.0, 68.0), (371.0, 429.0), (345.0, 560.0), (494.0, 898.0)]",42,38,20285.338750558494
"[(730.0, 742.0), (494.0, 898.0), (761.0, 772.0), (273.0, 105.0), (501.0, 287.0), (220.0, 307.0), (116.0, 69.0), (684.0, 273.0), (2.0, 897.0), (276.0, 666.0), (901.0, 639.0), (908.0, 534.0), (929.0, 389.0), (938.0, 646.0), (724.0, 631.0), (897.0, 324.0), (862.0, 361.0), (964.0, 726.0), (704.0, 995.0), (493.0, 970.0), (875.0, 407.0), (437.0, 601.0), (371.0, 429.0), (330.0, 410.0), (837.0, 787.0), (898.0, 898.0), (328.0, 489.0), (643.0, 404.0), (345.0, 560.0), (528.0, 794.0), (921.0, 964.0), (951.0, 209.0), (573.0, 903.0), (758.0, 405.0), (628.0, 311.0), (189.0, 739.0), (549.0, 329.0), (3.0, 517.0), (436.0, 619.0), (508.0, 31.0), (774.0, 130.0), (796.0, 310.0), (602.0, 68.0), (45.0, 549.0), (101.0, 482.0), (98.0, 711.0), (444.0, 428.0), (708.0, 99.0), (213.0, 639.0), (278.0, 434.0)]",30,39,20299.163218673348
"[(213.0, 639.0), (276.0, 666.0), (220.0, 307.0), (602.0, 68.0), (938.0, 646.0), (837.0, 787.0), (493.0, 970.0), (921.0, 964.0), (730.0, 742.0), (494.0, 898.0), (3.0, 517.0), (116.0, 69.0), (761.0, 772.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (684.0, 273.0), (796.0, 310.0), (643.0, 404.0), (628.0, 311.0), (437.0, 601.0), (724.0, 631.0), (862.0, 361.0), (278.0, 434.0), (549.0, 329.0), (758.0, 405.0), (897.0, 324.0), (101.0, 482.0), (704.0, 995.0), (330.0, 410.0), (898.0, 898.0), (573.0, 903.0), (708.0, 99.0), (951.0, 209.0), (189.0, 739.0), (501.0, 287.0), (98.0, 711.0), (2.0, 897.0), (436.0, 619.0), (371.0, 429.0), (345.0, 560.0), (45.0, 549.0), (444.0, 428.0), (508.0, 31.0), (273.0, 105.0), (328.0, 489.0), (901.0, 639.0), (929.0, 389.0), (774.0, 130.0), (528.0, 794.0)]",35,40,20317.898798239432
"[(951.0, 209.0), (862.0, 361.0), (708.0, 99.0), (643.0, 404.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (101.0, 482.0), (436.0, 619.0), (494.0, 898.0), (704.0, 995.0), (898.0, 898.0), (758.0, 405.0), (929.0, 389.0), (964.0, 726.0), (908.0, 534.0), (875.0, 407.0), (549.0, 329.0), (684.0, 273.0), (730.0, 742.0), (444.0, 428.0), (278.0, 434.0), (501.0, 287.0), (98.0, 711.0), (3.0, 517.0), (774.0, 130.0), (724.0, 631.0), (2.0, 897.0), (796.0, 310.0), (273.0, 105.0), (371.0, 429.0), (508.0, 31.0), (328.0, 489.0), (938.0, 646.0), (901.0, 639.0), (213.0, 639.0), (345.0, 560.0), (437.0, 601.0), (116.0, 69.0), (330.0, 410.0), (628.0, 311.0), (528.0, 794.0), (276.0, 666.0), (897.0, 324.0), (220.0, 307.0), (573.0, 903.0), (602.0, 68.0)]",48,41,20323.892391055746
"[(493.0, 970.0), (921.0, 964.0), (730.0, 742.0), (494.0, 898.0), (3.0, 517.0), (116.0, 69.0), (684.0, 273.0), (189.0, 739.0), (101.0, 482.0), (45.0, 549.0), (573.0, 903.0), (345.0, 560.0), (875.0, 407.0), (929.0, 389.0), (371.0, 429.0), (761.0, 772.0), (908.0, 534.0), (213.0, 639.0), (436.0, 619.0), (437.0, 601.0), (837.0, 787.0), (964.0, 726.0), (898.0, 898.0), (704.0, 995.0), (330.0, 410.0), (628.0, 311.0), (549.0, 329.0), (328.0, 489.0), (98.0, 711.0), (528.0, 794.0), (444.0, 428.0), (602.0, 68.0), (273.0, 105.0), (643.0, 404.0), (796.0, 310.0), (708.0, 99.0), (774.0, 130.0), (897.0, 324.0), (276.0, 666.0), (278.0, 434.0), (501.0, 287.0), (862.0, 361.0), (724.0, 631.0), (508.0, 31.0), (220.0, 307.0), (901.0, 639.0), (758.0, 405.0), (2.0, 897.0), (938.0, 646.0), (951.0, 209.0)]",18,42,20341.598886809534
"[(929.0, 389.0), (964.0, 726.0), (704.0, 995.0), (549.0, 329.0), (628.0, 311.0), (774.0, 130.0), (528.0, 794.0), (708.0, 99.0), (602.0, 68.0), (758.0, 405.0), (898.0, 898.0), (938.0, 646.0), (875.0, 407.0), (2.0, 897.0), (837.0, 787.0), (908.0, 534.0), (573.0, 903.0), (494.0, 898.0), (213.0, 639.0), (330.0, 410.0), (921.0, 964.0), (436.0, 619.0), (371.0, 429.0), (273.0, 105.0), (901.0, 639.0), (862.0, 361.0), (345.0, 560.0), (278.0, 434.0), (220.0, 307.0), (3.0, 517.0), (45.0, 549.0), (501.0, 287.0), (643.0, 404.0), (897.0, 324.0), (724.0, 631.0), (761.0, 772.0), (437.0, 601.0), (328.0, 489.0), (276.0, 666.0), (684.0, 273.0), (951.0, 209.0), (730.0, 742.0), (493.0, 970.0), (508.0, 31.0), (796.0, 310.0), (101.0, 482.0), (116.0, 69.0), (189.0, 739.0), (98.0, 711.0), (444.0, 428.0)]",32,43,20344.84991620535
"[(213.0, 639.0), (573.0, 903.0), (444.0, 428.0), (493.0, 970.0), (189.0, 739.0), (3.0, 517.0), (101.0, 482.0), (98.0, 711.0), (328.0, 489.0), (276.0, 666.0), (220.0, 307.0), (929.0, 389.0), (938.0, 646.0), (901.0, 639.0), (724.0, 631.0), (897.0, 324.0), (862.0, 361.0), (501.0, 287.0), (964.0, 726.0), (761.0, 772.0), (704.0, 995.0), (684.0, 273.0), (908.0, 534.0), (494.0, 898.0), (508.0, 31.0), (116.0, 69.0), (951.0, 209.0), (758.0, 405.0), (837.0, 787.0), (628.0, 311.0), (602.0, 68.0), (273.0, 105.0), (278.0, 434.0), (528.0, 794.0), (436.0, 619.0), (708.0, 99.0), (437.0, 601.0), (345.0, 560.0), (898.0, 898.0), (796.0, 310.0), (875.0, 407.0), (330.0, 410.0), (45.0, 549.0), (2.0, 897.0), (371.0, 429.0), (549.0, 329.0), (921.0, 964.0), (774.0, 130.0), (643.0, 404.0), (730.0, 742.0)]",13,44,20368.539024213107
"[(708.0, 99.0), (643.0, 404.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (101.0, 482.0), (436.0, 619.0), (730.0, 742.0), (964.0, 726.0), (371.0, 429.0), (330.0, 410.0), (628.0, 311.0), (2.0, 897.0), (276.0, 666.0), (220.0, 307.0), (929.0, 389.0), (875.0, 407.0), (774.0, 130.0), (273.0, 105.0), (345.0, 560.0), (938.0, 646.0), (549.0, 329.0), (897.0, 324.0), (501.0, 287.0), (508.0, 31.0), (602.0, 68.0), (328.0, 489.0), (3.0, 517.0), (684.0, 273.0), (724.0, 631.0), (796.0, 310.0), (862.0, 361.0), (758.0, 405.0), (901.0, 639.0), (98.0, 711.0), (213.0, 639.0), (951.0, 209.0), (116.0, 69.0), (573.0, 903.0), (704.0, 995.0), (898.0, 898.0), (444.0, 428.0), (494.0, 898.0), (278.0, 434.0), (908.0, 534.0), (437.0, 601.0), (528.0, 794.0)]",47,45,20370.570575106307
"[(278.0, 434.0), (796.0, 310.0), (951.0, 209.0), (437.0, 601.0), (862.0, 361.0), (708.0, 99.0), (643.0, 404.0), (938.0, 646.0), (837.0, 787.0), (493.0, 970.0), (921.0, 964.0), (730.0, 742.0), (501.0, 287.0), (220.0, 307.0), (116.0, 69.0), (684.0, 273.0), (2.0, 897.0), (276.0, 666.0), (901.0, 639.0), (908.0, 534.0), (929.0, 389.0), (724.0, 631.0), (897.0, 324.0), (330.0, 410.0), (528.0, 794.0), (101.0, 482.0), (45.0, 549.0), (549.0, 329.0), (213.0, 639.0), (494.0, 898.0), (328.0, 489.0), (898.0, 898.0), (704.0, 995.0), (436.0, 619.0), (444.0, 428.0), (964.0, 726.0), (758.0, 405.0), (508.0, 31.0), (602.0, 68.0), (3.0, 517.0), (761.0, 772.0), (573.0, 903.0), (189.0, 739.0), (98.0, 711.0), (875.0, 407.0), (774.0, 130.0), (628.0, 311.0), (371.0, 429.0), (345.0, 560.0), (273.0, 105.0)]",37,46,20388.9407921092
"[(708.0, 99.0), (602.0, 68.0), (501.0, 287.0), (684.0, 273.0), (436.0, 619.0), (276.0, 666.0), (45.0, 549.0), (330.0, 410.0), (2.0, 897.0), (101.0, 482.0), (730.0, 742.0), (938.0, 646.0), (929.0, 389.0), (901.0, 639.0), (724.0, 631.0), (897.0, 324.0), (875.0, 407.0), (774.0, 130.0), (837.0, 787.0), (908.0, 534.0), (573.0, 903.0), (528.0, 794.0), (116.0, 69.0), (951.0, 209.0), (220.0, 307.0), (189.0, 739.0), (98.0, 711.0), (549.0, 329.0), (704.0, 995.0), (964.0, 726.0), (494.0, 898.0), (862.0, 361.0), (213.0, 639.0), (437.0, 601.0), (493.0, 970.0), (758.0, 405.0), (921.0, 964.0), (371.0, 429.0), (761.0, 772.0), (898.0, 898.0), (643.0, 404.0), (628.0, 311.0), (508.0, 31.0), (278.0, 434.0), (3.0, 517.0), (273.0, 105.0), (328.0, 489.0), (345.0, 560.0), (796.0, 310.0), (444.0, 428.0)]",50,47,20407.05183824447
"[(98.0, 711.0), (328.0, 489.0), (276.0, 666.0), (220.0, 307.0), (929.0, 389.0), (875.0, 407.0), (2.0, 897.0), (708.0, 99.0), (774.0, 130.0), (837.0, 787.0), (921.0, 964.0), (761.0, 772.0), (493.0, 970.0), (189.0, 739.0), (45.0, 549.0), (101.0, 482.0), (436.0, 619.0), (3.0, 517.0), (730.0, 742.0), (964.0, 726.0), (213.0, 639.0), (758.0, 405.0), (330.0, 410.0), (278.0, 434.0), (724.0, 631.0), (897.0, 324.0), (862.0, 361.0), (643.0, 404.0), (602.0, 68.0), (116.0, 69.0), (444.0, 428.0), (549.0, 329.0), (528.0, 794.0), (345.0, 560.0), (796.0, 310.0), (273.0, 105.0), (908.0, 534.0), (501.0, 287.0), (371.0, 429.0), (901.0, 639.0), (938.0, 646.0), (704.0, 995.0), (508.0, 31.0), (437.0, 601.0), (494.0, 898.0), (573.0, 903.0), (898.0, 898.0), (951.0, 209.0), (684.0, 273.0), (628.0, 311.0)]",24,48,20413.278807572915
"[(436.0, 619.0), (189.0, 739.0), (101.0, 482.0), (220.0, 307.0), (345.0, 560.0), (328.0, 489.0), (371.0, 429.0), (708.0, 99.0), (602.0, 68.0), (501.0, 287.0), (276.0, 666.0), (2.0, 897.0), (444.0, 428.0), (45.0, 549.0), (704.0, 995.0), (761.0, 772.0), (951.0, 209.0), (684.0, 273.0), (278.0, 434.0), (643.0, 404.0), (549.0, 329.0), (628.0, 311.0), (116.0, 69.0), (796.0, 310.0), (508.0, 31.0), (875.0, 407.0), (898.0, 898.0), (724.0, 631.0), (3.0, 517.0), (774.0, 130.0), (901.0, 639.0), (938.0, 646.0), (494.0, 898.0), (213.0, 639.0), (929.0, 389.0), (98.0, 711.0), (273.0, 105.0), (573.0, 903.0), (528.0, 794.0), (330.0, 410.0), (437.0, 601.0), (964.0, 726.0), (897.0, 324.0), (862.0, 361.0), (493.0, 970.0), (730.0, 742.0), (837.0, 787.0), (921.0, 964.0), (758.0, 405.0), (908.0, 534.0)]",41,49,20421.073029481668
"[(898.0, 898.0), (573.0, 903.0), (724.0, 631.0), (704.0, 995.0), (213.0, 639.0), (278.0, 434.0), (796.0, 310.0), (951.0, 209.0), (437.0, 601.0), (862.0, 361.0), (708.0, 99.0), (643.0, 404.0), (938.0, 646.0), (837.0, 787.0), (493.0, 970.0), (921.0, 964.0), (730.0, 742.0), (494.0, 898.0), (3.0, 517.0), (116.0, 69.0), (684.0, 273.0), (189.0, 739.0), (101.0, 482.0), (45.0, 549.0), (761.0, 772.0), (508.0, 31.0), (2.0, 897.0), (436.0, 619.0), (328.0, 489.0), (897.0, 324.0), (501.0, 287.0), (628.0, 311.0), (276.0, 666.0), (602.0, 68.0), (330.0, 410.0), (371.0, 429.0), (758.0, 405.0), (345.0, 560.0), (273.0, 105.0), (220.0, 307.0), (98.0, 711.0), (444.0, 428.0), (908.0, 534.0), (901.0, 639.0), (964.0, 726.0), (528.0, 794.0), (929.0, 389.0), (875.0, 407.0), (774.0, 130.0), (549.0, 329.0)]",18,50,20427.410851090182
