pos,generation,rank,score
"[(436.0, 619.0), (345.0, 560.0), (278.0, 434.0), (189.0, 739.0), (213.0, 639.0), (494.0, 898.0), (276.0, 666.0), (328.0, 489.0), (98.0, 711.0), (964.0, 726.0), (929.0, 389.0), (897.0, 324.0), (508.0, 31.0), (330.0, 410.0), (875.0, 407.0), (758.0, 405.0), (501.0, 287.0), (774.0, 130.0), (708.0, 99.0), (951.0, 209.0), (837.0, 787.0), (528.0, 794.0), (602.0, 68.0), (796.0, 310.0), (273.0, 105.0), (898.0, 898.0), (220.0, 307.0), (628.0, 311.0), (724.0, 631.0), (573.0, 903.0), (643.0, 404.0), (444.0, 428.0), (116.0, 69.0), (437.0, 601.0), (371.0, 429.0), (730.0, 742.0), (908.0, 534.0), (549.0, 329.0), (938.0, 646.0), (761.0, 772.0), (493.0, 970.0), (901.0, 639.0), (921.0, 964.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (45.0, 549.0), (684.0, 273.0), (704.0, 995.0), (862.0, 361.0)]",23,28,20283.56282171556
"[(371.0, 429.0), (273.0, 105.0), (501.0, 287.0), (189.0, 739.0), (761.0, 772.0), (901.0, 639.0), (493.0, 970.0), (684.0, 273.0), (643.0, 404.0), (708.0, 99.0), (276.0, 666.0), (436.0, 619.0), (508.0, 31.0), (602.0, 68.0), (862.0, 361.0), (758.0, 405.0), (494.0, 898.0), (875.0, 407.0), (3.0, 517.0), (220.0, 307.0), (98.0, 711.0), (101.0, 482.0), (213.0, 639.0), (345.0, 560.0), (929.0, 389.0), (938.0, 646.0), (549.0, 329.0), (437.0, 601.0), (444.0, 428.0), (774.0, 130.0), (964.0, 726.0), (704.0, 995.0), (724.0, 631.0), (898.0, 898.0), (921.0, 964.0), (730.0, 742.0), (330.0, 410.0), (837.0, 787.0), (796.0, 310.0), (951.0, 209.0), (897.0, 324.0), (278.0, 434.0), (328.0, 489.0), (45.0, 549.0), (116.0, 69.0), (573.0, 903.0), (2.0, 897.0), (528.0, 794.0), (628.0, 311.0), (908.0, 534.0)]",35,29,20290.623248081614
"[(704.0, 995.0), (921.0, 964.0), (436.0, 619.0), (278.0, 434.0), (98.0, 711.0), (528.0, 794.0), (573.0, 903.0), (908.0, 534.0), (628.0, 311.0), (508.0, 31.0), (437.0, 601.0), (964.0, 726.0), (730.0, 742.0), (189.0, 739.0), (330.0, 410.0), (213.0, 639.0), (101.0, 482.0), (345.0, 560.0), (276.0, 666.0), (328.0, 489.0), (273.0, 105.0), (3.0, 517.0), (758.0, 405.0), (837.0, 787.0), (549.0, 329.0), (371.0, 429.0), (761.0, 772.0), (951.0, 209.0), (898.0, 898.0), (2.0, 897.0), (45.0, 549.0), (862.0, 361.0), (929.0, 389.0), (724.0, 631.0), (444.0, 428.0), (643.0, 404.0), (493.0, 970.0), (494.0, 898.0), (796.0, 310.0), (897.0, 324.0), (774.0, 130.0), (875.0, 407.0), (901.0, 639.0), (220.0, 307.0), (116.0, 69.0), (708.0, 99.0), (501.0, 287.0), (938.0, 646.0), (602.0, 68.0), (684.0, 273.0)]",48,30,20326.99482081923
"[(98.0, 711.0), (528.0, 794.0), (573.0, 903.0), (45.0, 549.0), (371.0, 429.0), (213.0, 639.0), (276.0, 666.0), (101.0, 482.0), (437.0, 601.0), (2.0, 897.0), (875.0, 407.0), (964.0, 726.0), (273.0, 105.0), (549.0, 329.0), (938.0, 646.0), (761.0, 772.0), (901.0, 639.0), (602.0, 68.0), (508.0, 31.0), (501.0, 287.0), (189.0, 739.0), (921.0, 964.0), (837.0, 787.0), (908.0, 534.0), (3.0, 517.0), (494.0, 898.0), (898.0, 898.0), (730.0, 742.0), (220.0, 307.0), (796.0, 310.0), (628.0, 311.0), (684.0, 273.0), (929.0, 389.0), (774.0, 130.0), (328.0, 489.0), (345.0, 560.0), (758.0, 405.0), (951.0, 209.0), (897.0, 324.0), (708.0, 99.0), (862.0, 361.0), (724.0, 631.0), (493.0, 970.0), (278.0, 434.0), (436.0, 619.0), (704.0, 995.0), (330.0, 410.0), (643.0, 404.0), (444.0, 428.0), (116.0, 69.0)]",51,31,20333.890158363793
"[(897.0, 324.0), (964.0, 726.0), (493.0, 970.0), (938.0, 646.0), (901.0, 639.0), (643.0, 404.0), (501.0, 287.0), (273.0, 105.0), (371.0, 429.0), (758.0, 405.0), (898.0, 898.0), (528.0, 794.0), (761.0, 772.0), (724.0, 631.0), (730.0, 742.0), (708.0, 99.0), (508.0, 31.0), (116.0, 69.0), (189.0, 739.0), (602.0, 68.0), (437.0, 601.0), (704.0, 995.0), (908.0, 534.0), (875.0, 407.0), (862.0, 361.0), (220.0, 307.0), (98.0, 711.0), (494.0, 898.0), (328.0, 489.0), (436.0, 619.0), (573.0, 903.0), (330.0, 410.0), (3.0, 517.0), (774.0, 130.0), (929.0, 389.0), (684.0, 273.0), (921.0, 964.0), (444.0, 428.0), (101.0, 482.0), (213.0, 639.0), (549.0, 329.0), (628.0, 311.0), (796.0, 310.0), (837.0, 787.0), (951.0, 209.0), (278.0, 434.0), (2.0, 897.0), (276.0, 666.0), (345.0, 560.0), (45.0, 549.0)]",11,32,20339.249917053072
"[(189.0, 739.0), (213.0, 639.0), (437.0, 601.0), (494.0, 898.0), (276.0, 666.0), (328.0, 489.0), (98.0, 711.0), (938.0, 646.0), (964.0, 726.0), (929.0, 389.0), (897.0, 324.0), (708.0, 99.0), (704.0, 995.0), (724.0, 631.0), (758.0, 405.0), (345.0, 560.0), (101.0, 482.0), (796.0, 310.0), (549.0, 329.0), (278.0, 434.0), (444.0, 428.0), (371.0, 429.0), (116.0, 69.0), (45.0, 549.0), (837.0, 787.0), (898.0, 898.0), (730.0, 742.0), (901.0, 639.0), (921.0, 964.0), (761.0, 772.0), (684.0, 273.0), (273.0, 105.0), (862.0, 361.0), (3.0, 517.0), (908.0, 534.0), (643.0, 404.0), (875.0, 407.0), (602.0, 68.0), (951.0, 209.0), (573.0, 903.0), (2.0, 897.0), (493.0, 970.0), (508.0, 31.0), (436.0, 619.0), (220.0, 307.0), (774.0, 130.0), (628.0, 311.0), (501.0, 287.0), (330.0, 410.0), (528.0, 794.0)]",13,33,20401.496789330224
"[(897.0, 324.0), (602.0, 68.0), (501.0, 287.0), (528.0, 794.0), (643.0, 404.0), (549.0, 329.0), (371.0, 429.0), (278.0, 434.0), (98.0, 711.0), (929.0, 389.0), (628.0, 311.0), (273.0, 105.0), (116.0, 69.0), (684.0, 273.0), (330.0, 410.0), (437.0, 601.0), (901.0, 639.0), (730.0, 742.0), (189.0, 739.0), (45.0, 549.0), (508.0, 31.0), (964.0, 726.0), (921.0, 964.0), (444.0, 428.0), (708.0, 99.0), (938.0, 646.0), (436.0, 619.0), (704.0, 995.0), (837.0, 787.0), (761.0, 772.0), (796.0, 310.0), (328.0, 489.0), (3.0, 517.0), (951.0, 209.0), (758.0, 405.0), (862.0, 361.0), (774.0, 130.0), (494.0, 898.0), (898.0, 898.0), (573.0, 903.0), (493.0, 970.0), (724.0, 631.0), (345.0, 560.0), (2.0, 897.0), (213.0, 639.0), (875.0, 407.0), (908.0, 534.0), (276.0, 666.0), (101.0, 482.0), (220.0, 307.0)]",46,34,20405.249632975716
"[(796.0, 310.0), (684.0, 273.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (921.0, 964.0), (704.0, 995.0), (901.0, 639.0), (964.0, 726.0), (602.0, 68.0), (444.0, 428.0), (3.0, 517.0), (929.0, 389.0), (897.0, 324.0), (371.0, 429.0), (116.0, 69.0), (45.0, 549.0), (837.0, 787.0), (898.0, 898.0), (730.0, 742.0), (501.0, 287.0), (328.0, 489.0), (189.0, 739.0), (908.0, 534.0), (628.0, 311.0), (273.0, 105.0), (862.0, 361.0), (875.0, 407.0), (345.0, 560.0), (528.0, 794.0), (494.0, 898.0), (724.0, 631.0), (643.0, 404.0), (330.0, 410.0), (938.0, 646.0), (278.0, 434.0), (220.0, 307.0), (549.0, 329.0), (276.0, 666.0), (573.0, 903.0), (436.0, 619.0), (493.0, 970.0), (101.0, 482.0), (761.0, 772.0), (437.0, 601.0), (213.0, 639.0), (98.0, 711.0), (2.0, 897.0), (951.0, 209.0), (758.0, 405.0)]",44,35,20406.676218596
"[(628.0, 311.0), (704.0, 995.0), (549.0, 329.0), (938.0, 646.0), (964.0, 726.0), (929.0, 389.0), (897.0, 324.0), (276.0, 666.0), (708.0, 99.0), (774.0, 130.0), (330.0, 410.0), (45.0, 549.0), (921.0, 964.0), (951.0, 209.0), (116.0, 69.0), (2.0, 897.0), (273.0, 105.0), (643.0, 404.0), (501.0, 287.0), (508.0, 31.0), (602.0, 68.0), (862.0, 361.0), (758.0, 405.0), (901.0, 639.0), (494.0, 898.0), (875.0, 407.0), (3.0, 517.0), (220.0, 307.0), (98.0, 711.0), (101.0, 482.0), (213.0, 639.0), (898.0, 898.0), (761.0, 772.0), (724.0, 631.0), (730.0, 742.0), (528.0, 794.0), (908.0, 534.0), (796.0, 310.0), (278.0, 434.0), (684.0, 273.0), (328.0, 489.0), (345.0, 560.0), (837.0, 787.0), (573.0, 903.0), (436.0, 619.0), (444.0, 428.0), (437.0, 601.0), (493.0, 970.0), (189.0, 739.0), (371.0, 429.0)]",7,36,20428.259979956558
"[(862.0, 361.0), (528.0, 794.0), (921.0, 964.0), (908.0, 534.0), (704.0, 995.0), (938.0, 646.0), (724.0, 631.0), (758.0, 405.0), (345.0, 560.0), (101.0, 482.0), (796.0, 310.0), (549.0, 329.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (901.0, 639.0), (116.0, 69.0), (602.0, 68.0), (628.0, 311.0), (964.0, 726.0), (929.0, 389.0), (951.0, 209.0), (897.0, 324.0), (684.0, 273.0), (371.0, 429.0), (220.0, 307.0), (444.0, 428.0), (730.0, 742.0), (837.0, 787.0), (189.0, 739.0), (437.0, 601.0), (98.0, 711.0), (213.0, 639.0), (898.0, 898.0), (330.0, 410.0), (761.0, 772.0), (494.0, 898.0), (493.0, 970.0), (328.0, 489.0), (501.0, 287.0), (278.0, 434.0), (276.0, 666.0), (3.0, 517.0), (273.0, 105.0), (573.0, 903.0), (45.0, 549.0), (436.0, 619.0), (643.0, 404.0), (875.0, 407.0), (2.0, 897.0)]",40,37,20528.597246838734
"[(436.0, 619.0), (508.0, 31.0), (602.0, 68.0), (862.0, 361.0), (758.0, 405.0), (494.0, 898.0), (875.0, 407.0), (3.0, 517.0), (220.0, 307.0), (98.0, 711.0), (101.0, 482.0), (213.0, 639.0), (929.0, 389.0), (897.0, 324.0), (708.0, 99.0), (704.0, 995.0), (724.0, 631.0), (951.0, 209.0), (774.0, 130.0), (345.0, 560.0), (437.0, 601.0), (964.0, 726.0), (730.0, 742.0), (898.0, 898.0), (643.0, 404.0), (901.0, 639.0), (573.0, 903.0), (938.0, 646.0), (908.0, 534.0), (278.0, 434.0), (189.0, 739.0), (528.0, 794.0), (684.0, 273.0), (796.0, 310.0), (921.0, 964.0), (628.0, 311.0), (45.0, 549.0), (116.0, 69.0), (273.0, 105.0), (444.0, 428.0), (501.0, 287.0), (371.0, 429.0), (330.0, 410.0), (328.0, 489.0), (761.0, 772.0), (2.0, 897.0), (837.0, 787.0), (276.0, 666.0), (493.0, 970.0), (549.0, 329.0)]",45,38,20548.951558688274
"[(98.0, 711.0), (938.0, 646.0), (964.0, 726.0), (929.0, 389.0), (897.0, 324.0), (708.0, 99.0), (704.0, 995.0), (724.0, 631.0), (758.0, 405.0), (951.0, 209.0), (774.0, 130.0), (220.0, 307.0), (116.0, 69.0), (45.0, 549.0), (837.0, 787.0), (898.0, 898.0), (730.0, 742.0), (901.0, 639.0), (921.0, 964.0), (761.0, 772.0), (684.0, 273.0), (189.0, 739.0), (330.0, 410.0), (494.0, 898.0), (328.0, 489.0), (278.0, 434.0), (528.0, 794.0), (273.0, 105.0), (573.0, 903.0), (3.0, 517.0), (908.0, 534.0), (437.0, 601.0), (436.0, 619.0), (2.0, 897.0), (345.0, 560.0), (862.0, 361.0), (501.0, 287.0), (875.0, 407.0), (628.0, 311.0), (508.0, 31.0), (371.0, 429.0), (643.0, 404.0), (444.0, 428.0), (213.0, 639.0), (493.0, 970.0), (276.0, 666.0), (101.0, 482.0), (602.0, 68.0), (796.0, 310.0), (549.0, 329.0)]",48,39,20549.620537753213
"[(501.0, 287.0), (116.0, 69.0), (758.0, 405.0), (549.0, 329.0), (908.0, 534.0), (494.0, 898.0), (493.0, 970.0), (724.0, 631.0), (761.0, 772.0), (528.0, 794.0), (796.0, 310.0), (684.0, 273.0), (929.0, 389.0), (897.0, 324.0), (444.0, 428.0), (371.0, 429.0), (45.0, 549.0), (837.0, 787.0), (898.0, 898.0), (708.0, 99.0), (704.0, 995.0), (189.0, 739.0), (3.0, 517.0), (2.0, 897.0), (345.0, 560.0), (436.0, 619.0), (508.0, 31.0), (213.0, 639.0), (730.0, 742.0), (573.0, 903.0), (328.0, 489.0), (437.0, 601.0), (276.0, 666.0), (901.0, 639.0), (278.0, 434.0), (101.0, 482.0), (643.0, 404.0), (875.0, 407.0), (862.0, 361.0), (220.0, 307.0), (330.0, 410.0), (774.0, 130.0), (273.0, 105.0), (602.0, 68.0), (628.0, 311.0), (98.0, 711.0), (951.0, 209.0), (921.0, 964.0), (964.0, 726.0), (938.0, 646.0)]",43,40,20551.435988471698
"[(761.0, 772.0), (724.0, 631.0), (528.0, 794.0), (796.0, 310.0), (684.0, 273.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (921.0, 964.0), (704.0, 995.0), (901.0, 639.0), (116.0, 69.0), (602.0, 68.0), (628.0, 311.0), (964.0, 726.0), (929.0, 389.0), (951.0, 209.0), (330.0, 410.0), (220.0, 307.0), (758.0, 405.0), (643.0, 404.0), (189.0, 739.0), (730.0, 742.0), (875.0, 407.0), (938.0, 646.0), (276.0, 666.0), (493.0, 970.0), (328.0, 489.0), (213.0, 639.0), (273.0, 105.0), (837.0, 787.0), (2.0, 897.0), (45.0, 549.0), (101.0, 482.0), (437.0, 601.0), (573.0, 903.0), (3.0, 517.0), (98.0, 711.0), (444.0, 428.0), (908.0, 534.0), (897.0, 324.0), (345.0, 560.0), (494.0, 898.0), (436.0, 619.0), (898.0, 898.0), (549.0, 329.0), (862.0, 361.0), (278.0, 434.0), (371.0, 429.0), (501.0, 287.0)]",28,41,20554.736299720433
"[(45.0, 549.0), (837.0, 787.0), (898.0, 898.0), (730.0, 742.0), (901.0, 639.0), (549.0, 329.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (602.0, 68.0), (628.0, 311.0), (951.0, 209.0), (875.0, 407.0), (213.0, 639.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (371.0, 429.0), (273.0, 105.0), (573.0, 903.0), (278.0, 434.0), (328.0, 489.0), (98.0, 711.0), (436.0, 619.0), (921.0, 964.0), (964.0, 726.0), (494.0, 898.0), (501.0, 287.0), (862.0, 361.0), (758.0, 405.0), (908.0, 534.0), (493.0, 970.0), (643.0, 404.0), (796.0, 310.0), (704.0, 995.0), (929.0, 389.0), (345.0, 560.0), (276.0, 666.0), (897.0, 324.0), (444.0, 428.0), (437.0, 601.0), (220.0, 307.0), (938.0, 646.0), (330.0, 410.0), (116.0, 69.0), (684.0, 273.0), (761.0, 772.0), (724.0, 631.0), (189.0, 739.0), (528.0, 794.0)]",51,42,20562.421868001966
"[(708.0, 99.0), (508.0, 31.0), (273.0, 105.0), (116.0, 69.0), (189.0, 739.0), (3.0, 517.0), (602.0, 68.0), (964.0, 726.0), (862.0, 361.0), (549.0, 329.0), (628.0, 311.0), (758.0, 405.0), (908.0, 534.0), (724.0, 631.0), (774.0, 130.0), (837.0, 787.0), (901.0, 639.0), (493.0, 970.0), (2.0, 897.0), (45.0, 549.0), (528.0, 794.0), (898.0, 898.0), (437.0, 601.0), (276.0, 666.0), (643.0, 404.0), (684.0, 273.0), (494.0, 898.0), (573.0, 903.0), (213.0, 639.0), (330.0, 410.0), (704.0, 995.0), (875.0, 407.0), (371.0, 429.0), (796.0, 310.0), (436.0, 619.0), (730.0, 742.0), (444.0, 428.0), (98.0, 711.0), (345.0, 560.0), (921.0, 964.0), (220.0, 307.0), (101.0, 482.0), (501.0, 287.0), (328.0, 489.0), (278.0, 434.0), (929.0, 389.0), (897.0, 324.0), (938.0, 646.0), (951.0, 209.0), (761.0, 772.0)]",19,43,20569.859611885935
"[(796.0, 310.0), (708.0, 99.0), (774.0, 130.0), (897.0, 324.0), (508.0, 31.0), (2.0, 897.0), (964.0, 726.0), (938.0, 646.0), (875.0, 407.0), (908.0, 534.0), (862.0, 361.0), (528.0, 794.0), (189.0, 739.0), (501.0, 287.0), (643.0, 404.0), (602.0, 68.0), (444.0, 428.0), (3.0, 517.0), (220.0, 307.0), (116.0, 69.0), (628.0, 311.0), (684.0, 273.0), (704.0, 995.0), (837.0, 787.0), (493.0, 970.0), (371.0, 429.0), (951.0, 209.0), (929.0, 389.0), (45.0, 549.0), (494.0, 898.0), (761.0, 772.0), (901.0, 639.0), (898.0, 898.0), (437.0, 601.0), (758.0, 405.0), (724.0, 631.0), (345.0, 560.0), (549.0, 329.0), (921.0, 964.0), (101.0, 482.0), (328.0, 489.0), (730.0, 742.0), (276.0, 666.0), (330.0, 410.0), (98.0, 711.0), (436.0, 619.0), (278.0, 434.0), (273.0, 105.0), (213.0, 639.0), (573.0, 903.0)]",51,44,20575.714041534906
"[(494.0, 898.0), (493.0, 970.0), (724.0, 631.0), (761.0, 772.0), (528.0, 794.0), (796.0, 310.0), (684.0, 273.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (929.0, 389.0), (862.0, 361.0), (549.0, 329.0), (101.0, 482.0), (2.0, 897.0), (345.0, 560.0), (573.0, 903.0), (602.0, 68.0), (875.0, 407.0), (330.0, 410.0), (436.0, 619.0), (501.0, 287.0), (643.0, 404.0), (116.0, 69.0), (276.0, 666.0), (328.0, 489.0), (704.0, 995.0), (938.0, 646.0), (837.0, 787.0), (437.0, 601.0), (220.0, 307.0), (189.0, 739.0), (964.0, 726.0), (758.0, 405.0), (897.0, 324.0), (951.0, 209.0), (901.0, 639.0), (730.0, 742.0), (908.0, 534.0), (278.0, 434.0), (371.0, 429.0), (3.0, 517.0), (98.0, 711.0), (898.0, 898.0), (273.0, 105.0), (921.0, 964.0), (45.0, 549.0), (628.0, 311.0), (444.0, 428.0), (213.0, 639.0)]",44,45,20579.201403383955
"[(213.0, 639.0), (898.0, 898.0), (761.0, 772.0), (724.0, 631.0), (730.0, 742.0), (528.0, 794.0), (908.0, 534.0), (573.0, 903.0), (494.0, 898.0), (2.0, 897.0), (189.0, 739.0), (549.0, 329.0), (493.0, 970.0), (101.0, 482.0), (708.0, 99.0), (508.0, 31.0), (774.0, 130.0), (921.0, 964.0), (704.0, 995.0), (901.0, 639.0), (116.0, 69.0), (273.0, 105.0), (897.0, 324.0), (98.0, 711.0), (328.0, 489.0), (330.0, 410.0), (758.0, 405.0), (220.0, 307.0), (684.0, 273.0), (862.0, 361.0), (278.0, 434.0), (345.0, 560.0), (3.0, 517.0), (45.0, 549.0), (444.0, 428.0), (938.0, 646.0), (501.0, 287.0), (436.0, 619.0), (964.0, 726.0), (796.0, 310.0), (628.0, 311.0), (371.0, 429.0), (929.0, 389.0), (875.0, 407.0), (602.0, 68.0), (437.0, 601.0), (276.0, 666.0), (837.0, 787.0), (951.0, 209.0), (643.0, 404.0)]",13,46,20606.75506495443
"[(220.0, 307.0), (98.0, 711.0), (101.0, 482.0), (213.0, 639.0), (898.0, 898.0), (761.0, 772.0), (724.0, 631.0), (730.0, 742.0), (528.0, 794.0), (908.0, 534.0), (796.0, 310.0), (278.0, 434.0), (2.0, 897.0), (45.0, 549.0), (437.0, 601.0), (276.0, 666.0), (643.0, 404.0), (684.0, 273.0), (494.0, 898.0), (573.0, 903.0), (330.0, 410.0), (938.0, 646.0), (837.0, 787.0), (493.0, 970.0), (508.0, 31.0), (444.0, 428.0), (436.0, 619.0), (328.0, 489.0), (901.0, 639.0), (549.0, 329.0), (345.0, 560.0), (189.0, 739.0), (921.0, 964.0), (628.0, 311.0), (3.0, 517.0), (371.0, 429.0), (929.0, 389.0), (897.0, 324.0), (704.0, 995.0), (501.0, 287.0), (116.0, 69.0), (964.0, 726.0), (862.0, 361.0), (774.0, 130.0), (951.0, 209.0), (758.0, 405.0), (273.0, 105.0), (602.0, 68.0), (708.0, 99.0), (875.0, 407.0)]",38,47,20607.446987552434
"[(213.0, 639.0), (2.0, 897.0), (101.0, 482.0), (3.0, 517.0), (371.0, 429.0), (273.0, 105.0), (573.0, 903.0), (730.0, 742.0), (278.0, 434.0), (45.0, 549.0), (436.0, 619.0), (345.0, 560.0), (437.0, 601.0), (704.0, 995.0), (908.0, 534.0), (875.0, 407.0), (862.0, 361.0), (220.0, 307.0), (98.0, 711.0), (494.0, 898.0), (328.0, 489.0), (330.0, 410.0), (501.0, 287.0), (528.0, 794.0), (493.0, 970.0), (796.0, 310.0), (898.0, 898.0), (549.0, 329.0), (724.0, 631.0), (708.0, 99.0), (774.0, 130.0), (929.0, 389.0), (276.0, 666.0), (758.0, 405.0), (628.0, 311.0), (684.0, 273.0), (508.0, 31.0), (761.0, 772.0), (897.0, 324.0), (189.0, 739.0), (921.0, 964.0), (938.0, 646.0), (901.0, 639.0), (964.0, 726.0), (643.0, 404.0), (444.0, 428.0), (837.0, 787.0), (602.0, 68.0), (116.0, 69.0), (951.0, 209.0)]",45,48,20617.626984921182
"[(938.0, 646.0), (704.0, 995.0), (921.0, 964.0), (436.0, 619.0), (278.0, 434.0), (98.0, 711.0), (528.0, 794.0), (573.0, 903.0), (45.0, 549.0), (371.0, 429.0), (213.0, 639.0), (276.0, 666.0), (116.0, 69.0), (494.0, 898.0), (684.0, 273.0), (189.0, 739.0), (330.0, 410.0), (2.0, 897.0), (3.0, 517.0), (328.0, 489.0), (345.0, 560.0), (220.0, 307.0), (602.0, 68.0), (774.0, 130.0), (549.0, 329.0), (761.0, 772.0), (730.0, 742.0), (964.0, 726.0), (273.0, 105.0), (493.0, 970.0), (897.0, 324.0), (951.0, 209.0), (508.0, 31.0), (628.0, 311.0), (898.0, 898.0), (929.0, 389.0), (708.0, 99.0), (901.0, 639.0), (875.0, 407.0), (437.0, 601.0), (643.0, 404.0), (796.0, 310.0), (444.0, 428.0), (837.0, 787.0), (862.0, 361.0), (758.0, 405.0), (908.0, 534.0), (724.0, 631.0), (101.0, 482.0), (501.0, 287.0)]",46,49,20623.009579003283
"[(938.0, 646.0), (875.0, 407.0), (908.0, 534.0), (862.0, 361.0), (528.0, 794.0), (220.0, 307.0), (436.0, 619.0), (437.0, 601.0), (704.0, 995.0), (724.0, 631.0), (101.0, 482.0), (98.0, 711.0), (929.0, 389.0), (897.0, 324.0), (508.0, 31.0), (330.0, 410.0), (758.0, 405.0), (501.0, 287.0), (774.0, 130.0), (708.0, 99.0), (951.0, 209.0), (837.0, 787.0), (730.0, 742.0), (898.0, 898.0), (901.0, 639.0), (602.0, 68.0), (761.0, 772.0), (493.0, 970.0), (213.0, 639.0), (2.0, 897.0), (494.0, 898.0), (549.0, 329.0), (273.0, 105.0), (276.0, 666.0), (921.0, 964.0), (3.0, 517.0), (189.0, 739.0), (684.0, 273.0), (643.0, 404.0), (573.0, 903.0), (328.0, 489.0), (371.0, 429.0), (628.0, 311.0), (796.0, 310.0), (444.0, 428.0), (116.0, 69.0), (278.0, 434.0), (345.0, 560.0), (45.0, 549.0), (964.0, 726.0)]",45,50,20624.082749583693
